City,Month,Year,CPI
KOTA PARE-PARE,maret,2020,103.72
KOTA PALOPO,maret,2020,103.32
KOTA KENDARI,maret,2020,103.15
KOTA BAU-BAU,maret,2020,102.26
KOTA GORONTALO,maret,2020,103.81
MAMUJU,maret,2020,103.67
KOTA AMBON,maret,2020,105.56
KOTA TUAL,maret,2020,104.33
KOTA TERNATE,maret,2020,104.73
MANOKWARI,maret,2020,107.54
KOTA SORONG,maret,2020,102.28
MERAUKE,maret,2020,102.79
KOTA JAYAPURA,maret,2020,103.61
KOTA MEULABOH,april,2020,106.41
KOTA BANDA ACEH,april,2020,104.28
KOTA LHOKSEUMAWE,april,2020,103.9
KOTA SIBOLGA,april,2020,103.07
KOTA PEMATANG SIANTAR,april,2020,102.92
KOTA MEDAN,april,2020,102.6
KOTA PADANGSIDIMPUAN,april,2020,104.6
KOTA PADANG,april,2020,103.05
KOTA BUKITTINGGI,april,2020,103.59
TEMBILAHAN,april,2020,104.03
KOTA PEKANBARU,april,2020,103.05
KOTA DUMAI,april,2020,103.49
BUNGO,april,2020,103.79
KOTA JAMBI,april,2020,103.3
KOTA PALEMBANG,april,2020,103.89
KOTA LUBUKLINGGAU,april,2020,103.45
KOTA BENGKULU,april,2020,103.27
KOTA BANDAR LAMPUNG,april,2020,105.08
KOTA METRO,april,2020,105.12
TANJUNG PANDAN,april,2020,103.33
KOTA PANGKAL PINANG,april,2020,102.31
KOTA BATAM,april,2020,103.18
KOTA TANJUNG PINANG,april,2020,102.61
DKI JAKARTA,april,2020,105.49
KOTA BOGOR,april,2020,105.93
KOTA SUKABUMI,april,2020,104.82
KOTA BANDUNG,april,2020,105.06
KOTA CIREBON,april,2020,102.74
KOTA BEKASI,april,2020,106.56
KOTA DEPOK,april,2020,105.84
KOTA TASIKMALAYA,april,2020,102.91
CILACAP,april,2020,103.08
PURWOKERTO,april,2020,103.8
KUDUS,april,2020,103.73
KOTA SURAKARTA,april,2020,103.73
KOTA SEMARANG,april,2020,104.86
KOTA TEGAL,april,2020,104.82
KOTA YOGYAKARTA,april,2020,105.15
JEMBER,april,2020,104.48
BANYUWANGI,april,2020,103.41
SUMENEP,april,2020,104.28
KOTA KEDIRI,april,2020,104.49
KOTA MALANG,april,2020,102.74
KOTA PROBOLINGGO,april,2020,103.51
KOTA MADIUN,april,2020,103.19
KOTA SURABAYA,april,2020,104.09
KOTA TANGERANG,april,2020,104.67
KOTA CILEGON,april,2020,105.77
KOTA SERANG,april,2020,106.73
SINGARAJA,april,2020,104.84
KOTA DENPASAR,april,2020,104.42
KOTA MATARAM,april,2020,102.75
KOTA BIMA,april,2020,104.61
MAUMERE,april,2020,103.36
KOTA KUPANG,april,2020,103.71
KOTA PONTIANAK,april,2020,105.19
KOTA SINGKAWANG,april,2020,102.31
SAMPIT,april,2020,104.06
KOTA PALANGKA RAYA,april,2020,104.67
TANJUNG,april,2020,105.61
KOTA BANJARMASIN,april,2020,104.58
KOTA BALIKPAPAN,april,2020,103.27
KOTA SAMARINDA,april,2020,103.71
KOTA TARAKAN,april,2020,103.36
KOTA MANADO,april,2020,104.64
KOTA PALU,april,2020,105.34
BULUKUMBA,april,2020,105.73
WATAMPONE,april,2020,103.32
KOTA MAKASSAR,april,2020,104.92
KOTA PARE-PARE,april,2020,103.57
KOTA PALOPO,april,2020,103.67
KOTA KENDARI,april,2020,103.1
KOTA BAU-BAU,april,2020,103.16
KOTA GORONTALO,april,2020,103.73
MAMUJU,april,2020,103.93
KOTA AMBON,april,2020,105.44
KOTA TUAL,april,2020,104.65
KOTA TERNATE,april,2020,104.86
MANOKWARI,april,2020,107.7
KOTA SORONG,april,2020,102.55
MERAUKE,april,2020,103.37
KOTA JAYAPURA,april,2020,103.92
KOTA MEULABOH,mei,2020,106.89
KOTA BANDA ACEH,mei,2020,104.6
KOTA LHOKSEUMAWE,mei,2020,103.95
KOTA SIBOLGA,mei,2020,103.25
KOTA PEMATANG SIANTAR,mei,2020,103.3
KOTA MEDAN,mei,2020,103.03
KOTA PADANGSIDIMPUAN,mei,2020,105.4
KOTA PADANG,mei,2020,103.73
KOTA BUKITTINGGI,mei,2020,103.99
TEMBILAHAN,mei,2020,104.68
KOTA PEKANBARU,mei,2020,103.5
KOTA DUMAI,mei,2020,104.47
BUNGO,mei,2020,104.3
KOTA JAMBI,mei,2020,103.6
KOTA PALEMBANG,mei,2020,104.03
KOTA LUBUKLINGGAU,mei,2020,103.86
KOTA BENGKULU,mei,2020,103.69
KOTA BANDAR LAMPUNG,mei,2020,104.78
KOTA METRO,mei,2020,104.75
TANJUNG PANDAN,mei,2020,104.57
KOTA PANGKAL PINANG,mei,2020,102.83
KOTA BATAM,mei,2020,103.34
KOTA TANJUNG PINANG,mei,2020,102.62
DKI JAKARTA,mei,2020,105.47
KOTA BOGOR,mei,2020,105.94
KOTA SUKABUMI,mei,2020,104.85
KOTA BANDUNG,mei,2020,104.8
KOTA CIREBON,mei,2020,102.65
KOTA BEKASI,mei,2020,106.48
KOTA DEPOK,mei,2020,105.66
KOTA TASIKMALAYA,mei,2020,102.94
CILACAP,mei,2020,103.38
PURWOKERTO,mei,2020,104.0
KUDUS,mei,2020,103.83
KOTA SURAKARTA,mei,2020,103.52
KOTA SEMARANG,mei,2020,104.96
KOTA TEGAL,mei,2020,104.72
KOTA YOGYAKARTA,mei,2020,105.38
JEMBER,mei,2020,104.45
BANYUWANGI,mei,2020,103.43
SUMENEP,mei,2020,104.3
KOTA KEDIRI,mei,2020,104.29
KOTA MALANG,mei,2020,103.02
KOTA PROBOLINGGO,mei,2020,103.56
KOTA MADIUN,mei,2020,103.2
KOTA SURABAYA,mei,2020,104.31
KOTA TANGERANG,mei,2020,104.71
KOTA CILEGON,mei,2020,106.04
KOTA SERANG,mei,2020,106.78
SINGARAJA,mei,2020,104.61
KOTA DENPASAR,mei,2020,104.32
KOTA MATARAM,mei,2020,102.6
KOTA BIMA,mei,2020,104.25
MAUMERE,mei,2020,103.31
KOTA KUPANG,mei,2020,103.87
KOTA PONTIANAK,mei,2020,105.69
KOTA SINGKAWANG,mei,2020,102.68
SAMPIT,mei,2020,104.44
KOTA PALANGKA RAYA,mei,2020,104.91
TANJUNG,mei,2020,105.72
KOTA BANJARMASIN,mei,2020,104.7
KOTA BALIKPAPAN,mei,2020,103.59
KOTA SAMARINDA,mei,2020,103.86
KOTA TARAKAN,mei,2020,103.08
KOTA MANADO,mei,2020,104.63
KOTA PALU,mei,2020,105.5
BULUKUMBA,mei,2020,106.03
WATAMPONE,mei,2020,103.54
KOTA MAKASSAR,mei,2020,105.5
KOTA PARE-PARE,mei,2020,103.73
KOTA PALOPO,mei,2020,104.18
KOTA KENDARI,mei,2020,103.42
KOTA BAU-BAU,mei,2020,103.25
KOTA GORONTALO,mei,2020,103.39
MAMUJU,mei,2020,104.0
KOTA AMBON,mei,2020,105.66
KOTA TUAL,mei,2020,105.33
KOTA TERNATE,mei,2020,105.79
MANOKWARI,mei,2020,107.87
KOTA SORONG,mei,2020,102.49
MERAUKE,mei,2020,104.09
KOTA JAYAPURA,mei,2020,103.85
KOTA MEULABOH,juni,2020,106.69
KOTA BANDA ACEH,juni,2020,104.41
KOTA LHOKSEUMAWE,juni,2020,103.88
KOTA SIBOLGA,juni,2020,103.38
KOTA PEMATANG SIANTAR,juni,2020,103.17
KOTA MEDAN,juni,2020,102.94
KOTA PADANGSIDIMPUAN,juni,2020,105.38
KOTA PADANG,juni,2020,103.56
KOTA BUKITTINGGI,juni,2020,103.85
TEMBILAHAN,juni,2020,105.86
KOTA PEKANBARU,juni,2020,103.56
KOTA DUMAI,juni,2020,104.59
BUNGO,juni,2020,104.55
KOTA JAMBI,juni,2020,103.96
KOTA PALEMBANG,juni,2020,104.23
KOTA LUBUKLINGGAU,juni,2020,104.18
KOTA BENGKULU,juni,2020,103.73
KOTA BANDAR LAMPUNG,juni,2020,104.81
KOTA METRO,juni,2020,105.02
TANJUNG PANDAN,juni,2020,104.85
KOTA PANGKAL PINANG,juni,2020,103.04
KOTA BATAM,juni,2020,103.4
KOTA TANJUNG PINANG,juni,2020,102.71
DKI JAKARTA,juni,2020,105.53
KOTA BOGOR,juni,2020,106.23
KOTA SUKABUMI,juni,2020,105.02
KOTA BANDUNG,juni,2020,105.23
KOTA CIREBON,juni,2020,103.11
KOTA BEKASI,juni,2020,106.99
KOTA DEPOK,juni,2020,105.77
KOTA TASIKMALAYA,juni,2020,103.09
CILACAP,juni,2020,103.67
PURWOKERTO,juni,2020,104.42
KUDUS,juni,2020,103.92
KOTA SURAKARTA,juni,2020,103.82
KOTA SEMARANG,juni,2020,105.13
KOTA TEGAL,juni,2020,105.16
KOTA YOGYAKARTA,juni,2020,105.46
JEMBER,juni,2020,104.76
BANYUWANGI,juni,2020,103.49
SUMENEP,juni,2020,104.14
KOTA KEDIRI,juni,2020,104.55
KOTA MALANG,juni,2020,103.47
KOTA PROBOLINGGO,juni,2020,103.72
KOTA MADIUN,juni,2020,103.41
KOTA SURABAYA,juni,2020,104.6
KOTA TANGERANG,juni,2020,104.86
KOTA CILEGON,juni,2020,106.27
KOTA SERANG,juni,2020,106.97
SINGARAJA,juni,2020,104.94
KOTA DENPASAR,juni,2020,104.4
KOTA MATARAM,juni,2020,102.75
KOTA BIMA,juni,2020,104.02
MAUMERE,juni,2020,103.88
KOTA KUPANG,juni,2020,103.8
KOTA PONTIANAK,juni,2020,106.04
KOTA SINGKAWANG,juni,2020,103.24
SAMPIT,juni,2020,105.11
KOTA PALANGKA RAYA,juni,2020,105.26
TANJUNG,juni,2020,106.16
KOTA BANJARMASIN,juni,2020,105.11
KOTA BALIKPAPAN,juni,2020,103.88
KOTA SAMARINDA,juni,2020,104.04
KOTA TARAKAN,juni,2020,104.1
KOTA MANADO,juni,2020,104.83
KOTA PALU,juni,2020,105.86
BULUKUMBA,juni,2020,106.06
WATAMPONE,juni,2020,103.69
KOTA MAKASSAR,juni,2020,105.51
KOTA PARE-PARE,juni,2020,104.4
KOTA PALOPO,juni,2020,104.25
KOTA KENDARI,juni,2020,104.8
KOTA BAU-BAU,juni,2020,103.19
KOTA GORONTALO,juni,2020,103.77
MAMUJU,juni,2020,104.58
KOTA AMBON,juni,2020,106.11
KOTA TUAL,juni,2020,106.46
KOTA TERNATE,juni,2020,105.43
MANOKWARI,juni,2020,108.39
KOTA SORONG,juni,2020,102.96
MERAUKE,juni,2020,104.3
KOTA JAYAPURA,juni,2020,104.01
KOTA MEULABOH,juli,2020,106.59
KOTA BANDA ACEH,juli,2020,104.06
KOTA LHOKSEUMAWE,juli,2020,103.52
KOTA SIBOLGA,juli,2020,103.06
KOTA PEMATANG SIANTAR,juli,2020,102.39
KOTA MEDAN,juli,2020,102.72
KOTA PADANGSIDIMPUAN,juli,2020,105.12
KOTA PADANG,juli,2020,103.45
KOTA BUKITTINGGI,juli,2020,103.44
TEMBILAHAN,juli,2020,105.07
KOTA PEKANBARU,juli,2020,103.35
KOTA DUMAI,juli,2020,104.32
BUNGO,juli,2020,104.19
KOTA JAMBI,juli,2020,103.91
KOTA PALEMBANG,juli,2020,103.94
KOTA LUBUKLINGGAU,juli,2020,103.99
KOTA BENGKULU,juli,2020,103.49
KOTA BANDAR LAMPUNG,juli,2020,105.16
KOTA METRO,juli,2020,105.14
TANJUNG PANDAN,juli,2020,105.12
KOTA PANGKAL PINANG,juli,2020,103.1
KOTA BATAM,juli,2020,103.22
KOTA TANJUNG PINANG,juli,2020,103.06
DKI JAKARTA,juli,2020,105.48
KOTA BOGOR,juli,2020,106.22
KOTA SUKABUMI,juli,2020,104.96
KOTA BANDUNG,juli,2020,105.08
KOTA CIREBON,juli,2020,102.99
KOTA BEKASI,juli,2020,106.98
KOTA DEPOK,juli,2020,105.6
KOTA TASIKMALAYA,juli,2020,103.22
CILACAP,juli,2020,103.49
PURWOKERTO,juli,2020,104.21
KUDUS,juli,2020,103.83
KOTA SURAKARTA,juli,2020,103.79
KOTA SEMARANG,juli,2020,105.03
KOTA TEGAL,juli,2020,105.11
KOTA YOGYAKARTA,juli,2020,105.38
JEMBER,juli,2020,104.77
BANYUWANGI,juli,2020,103.5
SUMENEP,juli,2020,104.01
KOTA KEDIRI,juli,2020,104.49
KOTA MALANG,juli,2020,103.53
KOTA PROBOLINGGO,juli,2020,103.89
KOTA MADIUN,juli,2020,103.37
KOTA SURABAYA,juli,2020,104.17
KOTA TANGERANG,juli,2020,104.8
KOTA CILEGON,juli,2020,106.08
KOTA SERANG,juli,2020,107.05
SINGARAJA,juli,2020,105.06
KOTA DENPASAR,juli,2020,103.92
KOTA MATARAM,juli,2020,102.84
KOTA BIMA,juli,2020,104.47
MAUMERE,juli,2020,103.96
KOTA KUPANG,juli,2020,103.43
KOTA PONTIANAK,juli,2020,105.65
KOTA SINGKAWANG,juli,2020,102.78
SAMPIT,juli,2020,105.4
KOTA PALANGKA RAYA,juli,2020,105.03
TANJUNG,juli,2020,106.08
KOTA BANJARMASIN,juli,2020,104.82
KOTA BALIKPAPAN,juli,2020,103.57
KOTA SAMARINDA,juli,2020,104.41
KOTA TARAKAN,juli,2020,104.35
KOTA MANADO,juli,2020,104.52
KOTA PALU,juli,2020,106.03
BULUKUMBA,juli,2020,106.05
WATAMPONE,juli,2020,104.05
KOTA MAKASSAR,juli,2020,104.94
KOTA PARE-PARE,juli,2020,104.59
KOTA PALOPO,juli,2020,104.41
KOTA KENDARI,juli,2020,105.06
KOTA BAU-BAU,juli,2020,103.94
KOTA GORONTALO,juli,2020,103.85
MAMUJU,juli,2020,104.41
KOTA AMBON,juli,2020,106.17
KOTA TUAL,juli,2020,106.1
KOTA TERNATE,juli,2020,104.43
MANOKWARI,juli,2020,107.21
KOTA SORONG,juli,2020,103.58
MERAUKE,juli,2020,103.8
KOTA JAYAPURA,juli,2020,104.66
KOTA MEULABOH,agustus,2020,107.53
KOTA BANDA ACEH,agustus,2020,104.52
KOTA LHOKSEUMAWE,agustus,2020,103.83
KOTA SIBOLGA,agustus,2020,103.05
KOTA PEMATANG SIANTAR,agustus,2020,102.59
KOTA MEDAN,agustus,2020,102.76
KOTA PADANGSIDIMPUAN,agustus,2020,105.19
KOTA PADANG,agustus,2020,103.54
KOTA BUKITTINGGI,agustus,2020,103.26
TEMBILAHAN,agustus,2020,105.06
KOTA PEKANBARU,agustus,2020,103.43
KOTA DUMAI,agustus,2020,104.27
BUNGO,agustus,2020,104.25
KOTA JAMBI,agustus,2020,103.94
KOTA PALEMBANG,agustus,2020,103.58
KOTA LUBUKLINGGAU,agustus,2020,103.88
KOTA BENGKULU,agustus,2020,103.72
KOTA BANDAR LAMPUNG,agustus,2020,105.59
KOTA METRO,agustus,2020,105.2
TANJUNG PANDAN,agustus,2020,104.42
KOTA PANGKAL PINANG,agustus,2020,102.47
KOTA BATAM,agustus,2020,103.24
KOTA TANJUNG PINANG,agustus,2020,103.18
DKI JAKARTA,agustus,2020,105.37
KOTA BOGOR,agustus,2020,106.05
KOTA SUKABUMI,agustus,2020,104.73
KOTA BANDUNG,agustus,2020,104.98
KOTA CIREBON,agustus,2020,102.75
KOTA BEKASI,agustus,2020,106.97
KOTA DEPOK,agustus,2020,105.52
KOTA TASIKMALAYA,agustus,2020,102.94
CILACAP,agustus,2020,103.4
PURWOKERTO,agustus,2020,104.08
KUDUS,agustus,2020,103.88
KOTA SURAKARTA,agustus,2020,103.91
KOTA SEMARANG,agustus,2020,104.97
KOTA TEGAL,agustus,2020,105.2
KOTA YOGYAKARTA,agustus,2020,105.34
JEMBER,agustus,2020,104.65
BANYUWANGI,agustus,2020,103.49
SUMENEP,agustus,2020,104.04
KOTA KEDIRI,agustus,2020,104.51
KOTA MALANG,agustus,2020,103.47
KOTA PROBOLINGGO,agustus,2020,103.82
KOTA MADIUN,agustus,2020,103.35
KOTA SURABAYA,agustus,2020,104.24
KOTA TANGERANG,agustus,2020,104.69
KOTA CILEGON,agustus,2020,106.06
KOTA SERANG,agustus,2020,107.0
SINGARAJA,agustus,2020,104.62
KOTA DENPASAR,agustus,2020,103.8
KOTA MATARAM,agustus,2020,102.81
KOTA BIMA,agustus,2020,104.34
MAUMERE,agustus,2020,104.7
KOTA KUPANG,agustus,2020,102.48
KOTA PONTIANAK,agustus,2020,105.49
KOTA SINGKAWANG,agustus,2020,102.49
SAMPIT,agustus,2020,104.95
KOTA PALANGKA RAYA,agustus,2020,104.45
TANJUNG,agustus,2020,105.62
KOTA BANJARMASIN,agustus,2020,105.14
KOTA BALIKPAPAN,agustus,2020,103.35
KOTA SAMARINDA,agustus,2020,104.24
KOTA TARAKAN,agustus,2020,104.72
KOTA MANADO,agustus,2020,105.26
KOTA PALU,agustus,2020,106.1
BULUKUMBA,agustus,2020,106.01
WATAMPONE,agustus,2020,103.85
KOTA MAKASSAR,agustus,2020,104.85
KOTA PARE-PARE,agustus,2020,104.34
KOTA PALOPO,agustus,2020,104.3
KOTA KENDARI,agustus,2020,105.28
KOTA BAU-BAU,agustus,2020,104.35
KOTA GORONTALO,agustus,2020,103.88
MAMUJU,agustus,2020,104.35
KOTA AMBON,agustus,2020,106.63
KOTA TUAL,agustus,2020,105.5
KOTA TERNATE,agustus,2020,104.98
MANOKWARI,agustus,2020,107.74
KOTA SORONG,agustus,2020,103.24
MERAUKE,agustus,2020,103.14
KOTA JAYAPURA,agustus,2020,104.32
KOTA MEULABOH,september,2020,107.69
KOTA BANDA ACEH,september,2020,104.19
KOTA LHOKSEUMAWE,september,2020,104.08
KOTA SIBOLGA,september,2020,103.35
KOTA PEMATANG SIANTAR,september,2020,102.89
KOTA MEDAN,september,2020,102.71
KOTA PADANGSIDIMPUAN,september,2020,105.06
KOTA PADANG,september,2020,103.49
KOTA BUKITTINGGI,september,2020,103.25
TEMBILAHAN,september,2020,104.83
KOTA PEKANBARU,september,2020,103.44
KOTA DUMAI,september,2020,104.25
BUNGO,september,2020,104.27
KOTA JAMBI,september,2020,104.07
KOTA PALEMBANG,september,2020,103.53
KOTA LUBUKLINGGAU,september,2020,103.92
KOTA BENGKULU,september,2020,103.8
KOTA BANDAR LAMPUNG,september,2020,105.32
KOTA METRO,september,2020,105.3
TANJUNG PANDAN,september,2020,104.63
KOTA PANGKAL PINANG,september,2020,102.52
KOTA BATAM,september,2020,103.12
KOTA TANJUNG PINANG,september,2020,102.85
DKI JAKARTA,september,2020,105.39
KOTA BOGOR,september,2020,106.17
KOTA SUKABUMI,september,2020,104.65
KOTA BANDUNG,september,2020,104.93
KOTA CIREBON,september,2020,102.49
KOTA BEKASI,september,2020,106.94
KOTA DEPOK,september,2020,105.54
KOTA TASIKMALAYA,september,2020,102.91
CILACAP,september,2020,103.37
PURWOKERTO,september,2020,104.04
KUDUS,september,2020,103.8
KOTA SURAKARTA,september,2020,104.0
KOTA SEMARANG,september,2020,105.04
KOTA TEGAL,september,2020,105.14
KOTA YOGYAKARTA,september,2020,105.37
JEMBER,september,2020,104.64
BANYUWANGI,september,2020,103.31
SUMENEP,september,2020,103.92
KOTA KEDIRI,september,2020,104.67
KOTA MALANG,september,2020,103.42
KOTA PROBOLINGGO,september,2020,103.46
KOTA MADIUN,september,2020,103.33
KOTA SURABAYA,september,2020,104.05
KOTA TANGERANG,september,2020,104.62
KOTA CILEGON,september,2020,106.17
KOTA SERANG,september,2020,106.95
SINGARAJA,september,2020,104.9
KOTA DENPASAR,september,2020,103.63
KOTA MATARAM,september,2020,102.77
KOTA BIMA,september,2020,104.32
MAUMERE,september,2020,104.33
KOTA KUPANG,september,2020,102.3
KOTA PONTIANAK,september,2020,105.5
KOTA SINGKAWANG,september,2020,102.48
SAMPIT,september,2020,104.74
KOTA PALANGKA RAYA,september,2020,104.07
TANJUNG,september,2020,105.3
KOTA BANJARMASIN,september,2020,104.8
KOTA BALIKPAPAN,september,2020,102.87
KOTA SAMARINDA,september,2020,103.89
KOTA TARAKAN,september,2020,105.38
KOTA MANADO,september,2020,104.88
KOTA PALU,september,2020,105.99
BULUKUMBA,september,2020,106.06
WATAMPONE,september,2020,103.53
KOTA MAKASSAR,september,2020,104.9
KOTA PARE-PARE,september,2020,104.53
KOTA PALOPO,september,2020,104.12
KOTA KENDARI,september,2020,105.55
KOTA BAU-BAU,september,2020,103.93
KOTA GORONTALO,september,2020,103.82
MAMUJU,september,2020,104.0
KOTA AMBON,september,2020,106.41
KOTA TUAL,september,2020,105.72
KOTA TERNATE,september,2020,104.2
MANOKWARI,september,2020,107.06
KOTA SORONG,september,2020,102.81
MERAUKE,september,2020,103.36
KOTA JAYAPURA,september,2020,104.23
KOTA MEULABOH,oktober,2020,108.03
KOTA BANDA ACEH,oktober,2020,104.84
KOTA LHOKSEUMAWE,oktober,2020,104.95
KOTA SIBOLGA,oktober,2020,104.43
KOTA PEMATANG SIANTAR,oktober,2020,103.36
KOTA MEDAN,oktober,2020,103.17
KOTA PADANGSIDIMPUAN,oktober,2020,105.61
KOTA PADANG,oktober,2020,104.1
KOTA BUKITTINGGI,oktober,2020,104.02
TEMBILAHAN,oktober,2020,105.37
KOTA PEKANBARU,oktober,2020,104.05
KOTA DUMAI,oktober,2020,104.71
BUNGO,oktober,2020,104.89
KOTA JAMBI,oktober,2020,104.87
KOTA PALEMBANG,oktober,2020,103.7
KOTA LUBUKLINGGAU,oktober,2020,104.31
KOTA BENGKULU,oktober,2020,103.82
KOTA BANDAR LAMPUNG,oktober,2020,105.56
KOTA METRO,oktober,2020,105.35
TANJUNG PANDAN,oktober,2020,105.1
KOTA PANGKAL PINANG,oktober,2020,102.19
KOTA BATAM,oktober,2020,103.25
KOTA TANJUNG PINANG,oktober,2020,103.23
DKI JAKARTA,oktober,2020,105.4
KOTA BOGOR,oktober,2020,106.31
KOTA SUKABUMI,oktober,2020,104.67
KOTA BANDUNG,oktober,2020,105.01
KOTA CIREBON,oktober,2020,102.5
KOTA BEKASI,oktober,2020,106.95
KOTA DEPOK,oktober,2020,105.69
KOTA TASIKMALAYA,oktober,2020,103.05
CILACAP,oktober,2020,103.49
PURWOKERTO,oktober,2020,104.11
KUDUS,oktober,2020,103.97
KOTA SURAKARTA,oktober,2020,104.1
KOTA SEMARANG,oktober,2020,105.25
KOTA TEGAL,oktober,2020,105.37
KOTA YOGYAKARTA,oktober,2020,105.45
JEMBER,oktober,2020,104.65
BANYUWANGI,oktober,2020,103.38
SUMENEP,oktober,2020,103.85
KOTA KEDIRI,oktober,2020,104.62
KOTA MALANG,oktober,2020,103.36
KOTA PROBOLINGGO,oktober,2020,103.62
KOTA MADIUN,oktober,2020,103.44
KOTA SURABAYA,oktober,2020,104.03
KOTA TANGERANG,oktober,2020,104.72
KOTA CILEGON,oktober,2020,106.42
KOTA SERANG,oktober,2020,106.98
SINGARAJA,oktober,2020,104.68
KOTA DENPASAR,oktober,2020,103.37
KOTA MATARAM,oktober,2020,102.97
KOTA BIMA,oktober,2020,104.47
MAUMERE,oktober,2020,105.24
KOTA KUPANG,oktober,2020,102.49
KOTA PONTIANAK,oktober,2020,105.46
KOTA SINGKAWANG,oktober,2020,102.84
SAMPIT,oktober,2020,104.78
KOTA PALANGKA RAYA,oktober,2020,104.09
TANJUNG,oktober,2020,105.58
KOTA BANJARMASIN,oktober,2020,105.03
KOTA BALIKPAPAN,oktober,2020,102.7
KOTA SAMARINDA,oktober,2020,103.67
KOTA TARAKAN,oktober,2020,105.08
KOTA MANADO,oktober,2020,104.99
KOTA PALU,oktober,2020,106.42
BULUKUMBA,oktober,2020,106.14
WATAMPONE,oktober,2020,103.94
KOTA MAKASSAR,oktober,2020,104.76
KOTA PARE-PARE,oktober,2020,104.42
KOTA PALOPO,oktober,2020,104.22
KOTA KENDARI,oktober,2020,105.04
KOTA BAU-BAU,oktober,2020,103.22
KOTA GORONTALO,oktober,2020,103.95
MAMUJU,oktober,2020,103.66
KOTA AMBON,oktober,2020,105.78
KOTA TUAL,oktober,2020,105.62
KOTA TERNATE,oktober,2020,104.49
MANOKWARI,oktober,2020,105.12
KOTA SORONG,oktober,2020,102.18
MERAUKE,oktober,2020,102.73
KOTA JAYAPURA,oktober,2020,102.88
KOTA MEULABOH,november,2020,108.02
KOTA BANDA ACEH,november,2020,105.04
KOTA LHOKSEUMAWE,november,2020,105.27
KOTA SIBOLGA,november,2020,104.79
KOTA PEMATANG SIANTAR,november,2020,104.02
KOTA MEDAN,november,2020,103.48
KOTA PADANGSIDIMPUAN,november,2020,106.02
KOTA PADANG,november,2020,104.64
KOTA BUKITTINGGI,november,2020,104.41
TEMBILAHAN,november,2020,105.9
KOTA PEKANBARU,november,2020,104.37
KOTA DUMAI,november,2020,105.1
BUNGO,november,2020,105.35
KOTA JAMBI,november,2020,105.47
KOTA PALEMBANG,november,2020,104.02
KOTA LUBUKLINGGAU,november,2020,104.67
KOTA BENGKULU,november,2020,104.18
KOTA BANDAR LAMPUNG,november,2020,105.65
KOTA METRO,november,2020,105.77
TANJUNG PANDAN,november,2020,105.07
KOTA PANGKAL PINANG,november,2020,102.71
KOTA BATAM,november,2020,103.58
KOTA TANJUNG PINANG,november,2020,103.78
DKI JAKARTA,november,2020,105.68
KOTA BOGOR,november,2020,106.65
KOTA SUKABUMI,november,2020,105.04
KOTA BANDUNG,november,2020,105.28
KOTA CIREBON,november,2020,102.84
KOTA BEKASI,november,2020,107.25
KOTA DEPOK,november,2020,106.03
KOTA TASIKMALAYA,november,2020,103.33
CILACAP,november,2020,103.89
PURWOKERTO,november,2020,104.52
KUDUS,november,2020,104.22
KOTA SURAKARTA,november,2020,104.28
KOTA SEMARANG,november,2020,105.39
KOTA TEGAL,november,2020,105.67
KOTA YOGYAKARTA,november,2020,105.59
JEMBER,november,2020,105.11
BANYUWANGI,november,2020,103.59
SUMENEP,november,2020,104.7
KOTA KEDIRI,november,2020,105.08
KOTA MALANG,november,2020,103.68
KOTA PROBOLINGGO,november,2020,104.05
KOTA MADIUN,november,2020,103.86
KOTA SURABAYA,november,2020,104.24
KOTA TANGERANG,november,2020,104.86
KOTA CILEGON,november,2020,106.67
KOTA SERANG,november,2020,107.14
SINGARAJA,november,2020,105.07
KOTA DENPASAR,november,2020,103.58
KOTA MATARAM,november,2020,103.01
KOTA BIMA,november,2020,104.48
MAUMERE,november,2020,105.54
KOTA KUPANG,november,2020,102.72
KOTA PONTIANAK,november,2020,105.87
KOTA SINGKAWANG,november,2020,103.45
SAMPIT,november,2020,105.32
KOTA PALANGKA RAYA,november,2020,104.64
TANJUNG,november,2020,106.33
KOTA BANJARMASIN,november,2020,105.82
KOTA BALIKPAPAN,november,2020,103.1
KOTA SAMARINDA,november,2020,104.04
KOTA TARAKAN,november,2020,105.03
KOTA MANADO,november,2020,105.27
KOTA PALU,november,2020,106.46
BULUKUMBA,november,2020,106.24
WATAMPONE,november,2020,104.1
KOTA MAKASSAR,november,2020,104.94
KOTA PARE-PARE,november,2020,104.4
KOTA PALOPO,november,2020,104.21
KOTA KENDARI,november,2020,104.81
KOTA BAU-BAU,november,2020,103.63
KOTA GORONTALO,november,2020,104.2
MAMUJU,november,2020,103.74
KOTA AMBON,november,2020,105.59
KOTA TUAL,november,2020,106.83
KOTA TERNATE,november,2020,105.31
MANOKWARI,november,2020,106.29
KOTA SORONG,november,2020,102.9
MERAUKE,november,2020,103.41
KOTA JAYAPURA,november,2020,103.05
KOTA MEULABOH,desember,2020,109.12
KOTA BANDA ACEH,desember,2020,105.93
KOTA LHOKSEUMAWE,desember,2020,106.61
KOTA SIBOLGA,desember,2020,106.17
KOTA PEMATANG SIANTAR,desember,2020,105.55
KOTA MEDAN,desember,2020,104.15
KOTA PADANGSIDIMPUAN,desember,2020,107.08
KOTA PADANG,desember,2020,105.38
KOTA BUKITTINGGI,desember,2020,104.82
TEMBILAHAN,desember,2020,106.26
