City,Month,Year,CPI
KOTA TEGAL,november,2012,133.73
KOTA YOGYAKARTA,november,2012,134.83
JEMBER,november,2012,134.81
BANYUWANGI,november,2012,0.0
SUMENEP,november,2012,132.82
KOTA KEDIRI,november,2012,134.12
KOTA MALANG,november,2012,134.94
KOTA PROBOLINGGO,november,2012,139.88
KOTA MADIUN,november,2012,137.71
KOTA SURABAYA,november,2012,134.34
KOTA TANGERANG,november,2012,135.87
KOTA CILEGON,november,2012,133.21
KOTA SERANG,november,2012,138.41
SINGARAJA,november,2012,0.0
KOTA DENPASAR,november,2012,135.81
KOTA MATARAM,november,2012,146.32
KOTA BIMA,november,2012,145.4
MAUMERE,november,2012,153.85
KOTA KUPANG,november,2012,143.22
KOTA PONTIANAK,november,2012,144.74
KOTA SINGKAWANG,november,2012,139.55
SAMPIT,november,2012,136.14
KOTA PALANGKA RAYA,november,2012,142.64
TANJUNG,november,2012,0.0
KOTA BANJARMASIN,november,2012,142.26
KOTA BALIKPAPAN,november,2012,142.83
KOTA SAMARINDA,november,2012,144.26
KOTA TARAKAN,november,2012,158.15
KOTA MANADO,november,2012,133.6
KOTA PALU,november,2012,139.98
BULUKUMBA,november,2012,0.0
WATAMPONE,november,2012,148.38
KOTA MAKASSAR,november,2012,134.06
KOTA PARE-PARE,november,2012,134.22
KOTA PALOPO,november,2012,141.6
KOTA KENDARI,november,2012,141.12
KOTA BAU-BAU,november,2012,0.0
KOTA GORONTALO,november,2012,138.57
MAMUJU,november,2012,137.65
KOTA AMBON,november,2012,139.43
KOTA TUAL,november,2012,0.0
KOTA TERNATE,november,2012,135.82
MANOKWARI,november,2012,147.31
KOTA SORONG,november,2012,152.57
MERAUKE,november,2012,0.0
KOTA JAYAPURA,november,2012,129.39
KOTA MEULABOH,desember,2012,0.0
KOTA BANDA ACEH,desember,2012,127.19
KOTA LHOKSEUMAWE,desember,2012,133.52
KOTA SIBOLGA,desember,2012,140.64
KOTA PEMATANG SIANTAR,desember,2012,139.13
KOTA MEDAN,desember,2012,135.15
KOTA PADANGSIDIMPUAN,desember,2012,137.02
KOTA PADANG,desember,2012,140.15
KOTA BUKITTINGGI,desember,2012,0.0
TEMBILAHAN,desember,2012,0.0
KOTA PEKANBARU,desember,2012,133.68
KOTA DUMAI,desember,2012,138.28
BUNGO,desember,2012,0.0
KOTA JAMBI,desember,2012,139.12
KOTA PALEMBANG,desember,2012,133.44
KOTA LUBUKLINGGAU,desember,2012,0.0
KOTA BENGKULU,desember,2012,142.35
KOTA BANDAR LAMPUNG,desember,2012,147.31
KOTA METRO,desember,2012,0.0
TANJUNG PANDAN,desember,2012,0.0
KOTA PANGKAL PINANG,desember,2012,148.87
KOTA BATAM,desember,2012,127.82
KOTA TANJUNG PINANG,desember,2012,134.95
DKI JAKARTA,desember,2012,133.58
KOTA BOGOR,desember,2012,135.16
KOTA SUKABUMI,desember,2012,135.21
KOTA BANDUNG,desember,2012,128.57
KOTA CIREBON,desember,2012,138.86
KOTA BEKASI,desember,2012,132.65
KOTA DEPOK,desember,2012,133.53
KOTA TASIKMALAYA,desember,2012,136.9
CILACAP,desember,2012,0.0
PURWOKERTO,desember,2012,134.07
KUDUS,desember,2012,0.0
KOTA SURAKARTA,desember,2012,124.45
KOTA SEMARANG,desember,2012,134.29
KOTA TEGAL,desember,2012,134.26
KOTA YOGYAKARTA,desember,2012,135.72
JEMBER,desember,2012,135.86
BANYUWANGI,desember,2012,0.0
SUMENEP,desember,2012,133.43
KOTA KEDIRI,desember,2012,134.61
KOTA MALANG,desember,2012,135.88
KOTA PROBOLINGGO,desember,2012,140.56
KOTA MADIUN,desember,2012,138.18
KOTA SURABAYA,desember,2012,135.04
KOTA TANGERANG,desember,2012,136.26
KOTA CILEGON,desember,2012,133.9
KOTA SERANG,desember,2012,139.34
SINGARAJA,desember,2012,0.0
KOTA DENPASAR,desember,2012,136.6
KOTA MATARAM,desember,2012,147.0
KOTA BIMA,desember,2012,146.19
MAUMERE,desember,2012,155.17
KOTA KUPANG,desember,2012,145.43
KOTA PONTIANAK,desember,2012,146.31
KOTA SINGKAWANG,desember,2012,140.41
SAMPIT,desember,2012,137.47
KOTA PALANGKA RAYA,desember,2012,144.93
TANJUNG,desember,2012,0.0
KOTA BANJARMASIN,desember,2012,143.47
KOTA BALIKPAPAN,desember,2012,144.2
KOTA SAMARINDA,desember,2012,144.87
KOTA TARAKAN,desember,2012,159.96
KOTA MANADO,desember,2012,133.73
KOTA PALU,desember,2012,142.34
BULUKUMBA,desember,2012,0.0
WATAMPONE,desember,2012,148.83
KOTA MAKASSAR,desember,2012,134.91
KOTA PARE-PARE,desember,2012,134.76
KOTA PALOPO,desember,2012,142.22
KOTA KENDARI,desember,2012,141.15
KOTA BAU-BAU,desember,2012,0.0
KOTA GORONTALO,desember,2012,139.32
MAMUJU,desember,2012,138.24
KOTA AMBON,desember,2012,140.74
KOTA TUAL,desember,2012,0.0
KOTA TERNATE,desember,2012,136.87
MANOKWARI,desember,2012,150.1
KOTA SORONG,desember,2012,153.5
MERAUKE,desember,2012,0.0
KOTA JAYAPURA,desember,2012,132.71
KOTA MEULABOH,januari,2013,0.0
KOTA BANDA ACEH,januari,2013,128.74
KOTA LHOKSEUMAWE,januari,2013,135.85
KOTA SIBOLGA,januari,2013,145.96
KOTA PEMATANG SIANTAR,januari,2013,141.92
KOTA MEDAN,januari,2013,136.79
KOTA PADANGSIDIMPUAN,januari,2013,138.79
KOTA PADANG,januari,2013,142.03
KOTA BUKITTINGGI,januari,2013,0.0
TEMBILAHAN,januari,2013,0.0
KOTA PEKANBARU,januari,2013,136.36
KOTA DUMAI,januari,2013,140.05
BUNGO,januari,2013,0.0
KOTA JAMBI,januari,2013,141.15
KOTA PALEMBANG,januari,2013,134.29
KOTA LUBUKLINGGAU,januari,2013,0.0
KOTA BENGKULU,januari,2013,144.02
KOTA BANDAR LAMPUNG,januari,2013,148.79
KOTA METRO,januari,2013,0.0
TANJUNG PANDAN,januari,2013,0.0
KOTA PANGKAL PINANG,januari,2013,150.73
KOTA BATAM,januari,2013,129.02
KOTA TANJUNG PINANG,januari,2013,137.5
DKI JAKARTA,januari,2013,134.75
KOTA BOGOR,januari,2013,135.95
KOTA SUKABUMI,januari,2013,136.69
KOTA BANDUNG,januari,2013,129.39
KOTA CIREBON,januari,2013,139.69
KOTA BEKASI,januari,2013,134.62
KOTA DEPOK,januari,2013,135.25
KOTA TASIKMALAYA,januari,2013,138.48
CILACAP,januari,2013,0.0
PURWOKERTO,januari,2013,136.25
KUDUS,januari,2013,0.0
KOTA SURAKARTA,januari,2013,126.11
KOTA SEMARANG,januari,2013,135.62
KOTA TEGAL,januari,2013,135.3
KOTA YOGYAKARTA,januari,2013,137.02
JEMBER,januari,2013,137.45
BANYUWANGI,januari,2013,0.0
SUMENEP,januari,2013,135.48
KOTA KEDIRI,januari,2013,136.03
KOTA MALANG,januari,2013,137.16
KOTA PROBOLINGGO,januari,2013,142.0
KOTA MADIUN,januari,2013,140.1
KOTA SURABAYA,januari,2013,136.24
KOTA TANGERANG,januari,2013,137.27
KOTA CILEGON,januari,2013,135.58
KOTA SERANG,januari,2013,141.31
SINGARAJA,januari,2013,0.0
KOTA DENPASAR,januari,2013,138.52
KOTA MATARAM,januari,2013,149.3
KOTA BIMA,januari,2013,148.27
MAUMERE,januari,2013,158.2
KOTA KUPANG,januari,2013,147.27
KOTA PONTIANAK,januari,2013,146.32
KOTA SINGKAWANG,januari,2013,141.87
SAMPIT,januari,2013,141.47
KOTA PALANGKA RAYA,januari,2013,147.29
TANJUNG,januari,2013,0.0
KOTA BANJARMASIN,januari,2013,145.11
KOTA BALIKPAPAN,januari,2013,145.77
KOTA SAMARINDA,januari,2013,147.9
KOTA TARAKAN,januari,2013,163.42
KOTA MANADO,januari,2013,133.08
KOTA PALU,januari,2013,142.6
BULUKUMBA,januari,2013,0.0
WATAMPONE,januari,2013,150.27
KOTA MAKASSAR,januari,2013,136.52
KOTA PARE-PARE,januari,2013,136.32
KOTA PALOPO,januari,2013,142.95
KOTA KENDARI,januari,2013,141.24
KOTA BAU-BAU,januari,2013,0.0
KOTA GORONTALO,januari,2013,140.21
MAMUJU,januari,2013,138.62
KOTA AMBON,januari,2013,143.29
KOTA TUAL,januari,2013,0.0
KOTA TERNATE,januari,2013,136.59
MANOKWARI,januari,2013,148.97
KOTA SORONG,januari,2013,152.0
MERAUKE,januari,2013,0.0
KOTA JAYAPURA,januari,2013,133.24
KOTA MEULABOH,februari,2013,0.0
KOTA BANDA ACEH,februari,2013,129.12
KOTA LHOKSEUMAWE,februari,2013,138.27
KOTA SIBOLGA,februari,2013,146.13
KOTA PEMATANG SIANTAR,februari,2013,143.57
KOTA MEDAN,februari,2013,137.88
KOTA PADANGSIDIMPUAN,februari,2013,139.2
KOTA PADANG,februari,2013,142.93
KOTA BUKITTINGGI,februari,2013,0.0
TEMBILAHAN,februari,2013,0.0
KOTA PEKANBARU,februari,2013,137.12
KOTA DUMAI,februari,2013,140.63
BUNGO,februari,2013,0.0
KOTA JAMBI,februari,2013,141.88
KOTA PALEMBANG,februari,2013,135.24
KOTA LUBUKLINGGAU,februari,2013,0.0
KOTA BENGKULU,februari,2013,145.02
KOTA BANDAR LAMPUNG,februari,2013,149.88
KOTA METRO,februari,2013,0.0
TANJUNG PANDAN,februari,2013,0.0
KOTA PANGKAL PINANG,februari,2013,152.52
KOTA BATAM,februari,2013,129.72
KOTA TANJUNG PINANG,februari,2013,138.63
DKI JAKARTA,februari,2013,135.63
KOTA BOGOR,februari,2013,136.72
KOTA SUKABUMI,februari,2013,137.96
KOTA BANDUNG,februari,2013,130.72
KOTA CIREBON,februari,2013,140.5
KOTA BEKASI,februari,2013,135.52
KOTA DEPOK,februari,2013,136.23
KOTA TASIKMALAYA,februari,2013,139.87
CILACAP,februari,2013,0.0
PURWOKERTO,februari,2013,136.79
KUDUS,februari,2013,0.0
KOTA SURAKARTA,februari,2013,127.41
KOTA SEMARANG,februari,2013,136.84
KOTA TEGAL,februari,2013,135.61
KOTA YOGYAKARTA,februari,2013,138.29
JEMBER,februari,2013,138.75
BANYUWANGI,februari,2013,0.0
SUMENEP,februari,2013,136.83
KOTA KEDIRI,februari,2013,137.31
KOTA MALANG,februari,2013,138.37
KOTA PROBOLINGGO,februari,2013,143.22
KOTA MADIUN,februari,2013,141.15
KOTA SURABAYA,februari,2013,137.64
KOTA TANGERANG,februari,2013,138.67
KOTA CILEGON,februari,2013,137.25
KOTA SERANG,februari,2013,142.87
SINGARAJA,februari,2013,0.0
KOTA DENPASAR,februari,2013,140.17
KOTA MATARAM,februari,2013,150.81
KOTA BIMA,februari,2013,149.76
MAUMERE,februari,2013,156.74
KOTA KUPANG,februari,2013,148.09
KOTA PONTIANAK,februari,2013,147.84
KOTA SINGKAWANG,februari,2013,143.1
SAMPIT,februari,2013,141.45
KOTA PALANGKA RAYA,februari,2013,147.15
TANJUNG,februari,2013,0.0
KOTA BANJARMASIN,februari,2013,145.73
KOTA BALIKPAPAN,februari,2013,146.56
KOTA SAMARINDA,februari,2013,148.9
KOTA TARAKAN,februari,2013,163.88
KOTA MANADO,februari,2013,134.81
KOTA PALU,februari,2013,143.42
BULUKUMBA,februari,2013,0.0
WATAMPONE,februari,2013,151.04
KOTA MAKASSAR,februari,2013,137.51
KOTA PARE-PARE,februari,2013,137.24
KOTA PALOPO,februari,2013,143.95
KOTA KENDARI,februari,2013,141.1
KOTA BAU-BAU,februari,2013,0.0
KOTA GORONTALO,februari,2013,140.12
MAMUJU,februari,2013,138.97
KOTA AMBON,februari,2013,140.01
KOTA TUAL,februari,2013,0.0
KOTA TERNATE,februari,2013,137.81
MANOKWARI,februari,2013,149.81
KOTA SORONG,februari,2013,153.65
MERAUKE,februari,2013,0.0
KOTA JAYAPURA,februari,2013,137.44
KOTA MEULABOH,maret,2013,0.0
KOTA BANDA ACEH,maret,2013,128.96
KOTA LHOKSEUMAWE,maret,2013,138.9
KOTA SIBOLGA,maret,2013,145.86
KOTA PEMATANG SIANTAR,maret,2013,144.0
KOTA MEDAN,maret,2013,138.46
KOTA PADANGSIDIMPUAN,maret,2013,138.5
KOTA PADANG,maret,2013,143.42
KOTA BUKITTINGGI,maret,2013,0.0
TEMBILAHAN,maret,2013,0.0
KOTA PEKANBARU,maret,2013,137.18
KOTA DUMAI,maret,2013,140.61
BUNGO,maret,2013,0.0
KOTA JAMBI,maret,2013,142.02
KOTA PALEMBANG,maret,2013,136.39
KOTA LUBUKLINGGAU,maret,2013,0.0
KOTA BENGKULU,maret,2013,146.06
KOTA BANDAR LAMPUNG,maret,2013,151.33
KOTA METRO,maret,2013,0.0
TANJUNG PANDAN,maret,2013,0.0
KOTA PANGKAL PINANG,maret,2013,155.12
KOTA BATAM,maret,2013,129.37
KOTA TANJUNG PINANG,maret,2013,137.43
DKI JAKARTA,maret,2013,136.2
KOTA BOGOR,maret,2013,138.77
KOTA SUKABUMI,maret,2013,138.29
KOTA BANDUNG,maret,2013,131.54
KOTA CIREBON,maret,2013,142.89
KOTA BEKASI,maret,2013,136.18
KOTA DEPOK,maret,2013,137.66
KOTA TASIKMALAYA,maret,2013,140.21
CILACAP,maret,2013,0.0
PURWOKERTO,maret,2013,137.39
KUDUS,maret,2013,0.0
KOTA SURAKARTA,maret,2013,129.23
KOTA SEMARANG,maret,2013,138.14
KOTA TEGAL,maret,2013,135.76
KOTA YOGYAKARTA,maret,2013,139.38
JEMBER,maret,2013,139.66
BANYUWANGI,maret,2013,0.0
SUMENEP,maret,2013,137.77
KOTA KEDIRI,maret,2013,138.0
KOTA MALANG,maret,2013,139.65
KOTA PROBOLINGGO,maret,2013,144.54
KOTA MADIUN,maret,2013,142.52
KOTA SURABAYA,maret,2013,138.95
KOTA TANGERANG,maret,2013,140.16
KOTA CILEGON,maret,2013,138.76
KOTA SERANG,maret,2013,144.58
SINGARAJA,maret,2013,0.0
KOTA DENPASAR,maret,2013,141.69
KOTA MATARAM,maret,2013,151.89
KOTA BIMA,maret,2013,151.54
MAUMERE,maret,2013,157.23
KOTA KUPANG,maret,2013,149.82
KOTA PONTIANAK,maret,2013,149.35
KOTA SINGKAWANG,maret,2013,143.43
SAMPIT,maret,2013,142.22
KOTA PALANGKA RAYA,maret,2013,147.8
TANJUNG,maret,2013,0.0
KOTA BANJARMASIN,maret,2013,146.0
KOTA BALIKPAPAN,maret,2013,147.84
KOTA SAMARINDA,maret,2013,149.08
KOTA TARAKAN,maret,2013,164.96
KOTA MANADO,maret,2013,136.86
KOTA PALU,maret,2013,143.27
BULUKUMBA,maret,2013,0.0
WATAMPONE,maret,2013,151.29
KOTA MAKASSAR,maret,2013,137.86
KOTA PARE-PARE,maret,2013,137.33
KOTA PALOPO,maret,2013,144.84
KOTA KENDARI,maret,2013,141.41
KOTA BAU-BAU,maret,2013,0.0
KOTA GORONTALO,maret,2013,141.62
MAMUJU,maret,2013,140.21
KOTA AMBON,maret,2013,141.12
KOTA TUAL,maret,2013,0.0
KOTA TERNATE,maret,2013,138.49
MANOKWARI,maret,2013,151.4
KOTA SORONG,maret,2013,156.31
MERAUKE,maret,2013,0.0
KOTA JAYAPURA,maret,2013,133.82
KOTA MEULABOH,april,2013,0.0
KOTA BANDA ACEH,april,2013,129.34
KOTA LHOKSEUMAWE,april,2013,139.02
KOTA SIBOLGA,april,2013,146.94
KOTA PEMATANG SIANTAR,april,2013,144.44
KOTA MEDAN,april,2013,139.48
KOTA PADANGSIDIMPUAN,april,2013,139.62
KOTA PADANG,april,2013,144.22
KOTA BUKITTINGGI,april,2013,0.0
TEMBILAHAN,april,2013,0.0
KOTA PEKANBARU,april,2013,137.65
KOTA DUMAI,april,2013,140.85
BUNGO,april,2013,0.0
KOTA JAMBI,april,2013,141.91
KOTA PALEMBANG,april,2013,136.44
KOTA LUBUKLINGGAU,april,2013,0.0
KOTA BENGKULU,april,2013,146.43
KOTA BANDAR LAMPUNG,april,2013,150.6
KOTA METRO,april,2013,0.0
TANJUNG PANDAN,april,2013,0.0
KOTA PANGKAL PINANG,april,2013,156.14
KOTA BATAM,april,2013,129.6
KOTA TANJUNG PINANG,april,2013,137.42
DKI JAKARTA,april,2013,135.87
KOTA BOGOR,april,2013,138.6
KOTA SUKABUMI,april,2013,137.96
KOTA BANDUNG,april,2013,131.27
KOTA CIREBON,april,2013,142.06
KOTA BEKASI,april,2013,136.12
KOTA DEPOK,april,2013,137.59
KOTA TASIKMALAYA,april,2013,139.61
CILACAP,april,2013,0.0
PURWOKERTO,april,2013,137.15
KUDUS,april,2013,0.0
KOTA SURAKARTA,april,2013,128.89
KOTA SEMARANG,april,2013,137.54
KOTA TEGAL,april,2013,135.71
KOTA YOGYAKARTA,april,2013,138.96
JEMBER,april,2013,139.19
BANYUWANGI,april,2013,0.0
SUMENEP,april,2013,136.47
KOTA KEDIRI,april,2013,137.88
KOTA MALANG,april,2013,139.35
KOTA PROBOLINGGO,april,2013,143.36
KOTA MADIUN,april,2013,141.99
KOTA SURABAYA,april,2013,138.44
KOTA TANGERANG,april,2013,140.1
KOTA CILEGON,april,2013,138.66
KOTA SERANG,april,2013,144.0
SINGARAJA,april,2013,0.0
KOTA DENPASAR,april,2013,141.51
KOTA MATARAM,april,2013,152.81
KOTA BIMA,april,2013,150.29
MAUMERE,april,2013,155.34
KOTA KUPANG,april,2013,148.62
KOTA PONTIANAK,april,2013,149.78
KOTA SINGKAWANG,april,2013,144.35
SAMPIT,april,2013,142.45
KOTA PALANGKA RAYA,april,2013,147.97
TANJUNG,april,2013,0.0
KOTA BANJARMASIN,april,2013,146.06
KOTA BALIKPAPAN,april,2013,148.0
KOTA SAMARINDA,april,2013,149.39
KOTA TARAKAN,april,2013,165.63
KOTA MANADO,april,2013,136.1
KOTA PALU,april,2013,141.91
BULUKUMBA,april,2013,0.0
WATAMPONE,april,2013,151.42
KOTA MAKASSAR,april,2013,137.72
KOTA PARE-PARE,april,2013,137.2
KOTA PALOPO,april,2013,144.06
KOTA KENDARI,april,2013,141.43
KOTA BAU-BAU,april,2013,0.0
KOTA GORONTALO,april,2013,141.39
MAMUJU,april,2013,139.54
KOTA AMBON,april,2013,141.5
KOTA TUAL,april,2013,0.0
KOTA TERNATE,april,2013,138.67
MANOKWARI,april,2013,151.99
KOTA SORONG,april,2013,157.07
MERAUKE,april,2013,0.0
KOTA JAYAPURA,april,2013,133.02
KOTA MEULABOH,mei,2013,0.0
KOTA BANDA ACEH,mei,2013,129.1
KOTA LHOKSEUMAWE,mei,2013,140.25
KOTA SIBOLGA,mei,2013,146.64
KOTA PEMATANG SIANTAR,mei,2013,144.93
KOTA MEDAN,mei,2013,139.95
KOTA PADANGSIDIMPUAN,mei,2013,139.0
KOTA PADANG,mei,2013,145.14
KOTA BUKITTINGGI,mei,2013,0.0
TEMBILAHAN,mei,2013,0.0
KOTA PEKANBARU,mei,2013,137.63
KOTA DUMAI,mei,2013,141.42
BUNGO,mei,2013,0.0
KOTA JAMBI,mei,2013,142.71
KOTA PALEMBANG,mei,2013,135.88
KOTA LUBUKLINGGAU,mei,2013,0.0
KOTA BENGKULU,mei,2013,146.17
KOTA BANDAR LAMPUNG,mei,2013,150.0
KOTA METRO,mei,2013,0.0
TANJUNG PANDAN,mei,2013,0.0
KOTA PANGKAL PINANG,mei,2013,155.4
KOTA BATAM,mei,2013,129.99
KOTA TANJUNG PINANG,mei,2013,137.79
DKI JAKARTA,mei,2013,135.77
KOTA BOGOR,mei,2013,138.61
KOTA SUKABUMI,mei,2013,137.71
KOTA BANDUNG,mei,2013,131.72
KOTA CIREBON,mei,2013,141.74
KOTA BEKASI,mei,2013,136.78
KOTA DEPOK,mei,2013,137.41
KOTA TASIKMALAYA,mei,2013,139.59
CILACAP,mei,2013,0.0
PURWOKERTO,mei,2013,137.23
KUDUS,mei,2013,0.0
KOTA SURAKARTA,mei,2013,128.08
KOTA SEMARANG,mei,2013,137.3
KOTA TEGAL,mei,2013,135.26
KOTA YOGYAKARTA,mei,2013,138.56
JEMBER,mei,2013,138.25
BANYUWANGI,mei,2013,0.0
SUMENEP,mei,2013,135.84
KOTA KEDIRI,mei,2013,137.6
KOTA MALANG,mei,2013,138.86
KOTA PROBOLINGGO,mei,2013,143.26
KOTA MADIUN,mei,2013,140.98
KOTA SURABAYA,mei,2013,138.34
KOTA TANGERANG,mei,2013,139.92
KOTA CILEGON,mei,2013,138.87
KOTA SERANG,mei,2013,143.46
SINGARAJA,mei,2013,0.0
KOTA DENPASAR,mei,2013,140.58
KOTA MATARAM,mei,2013,151.24
KOTA BIMA,mei,2013,150.02
MAUMERE,mei,2013,156.61
KOTA KUPANG,mei,2013,147.34
KOTA PONTIANAK,mei,2013,151.87
KOTA SINGKAWANG,mei,2013,144.02
SAMPIT,mei,2013,141.31
KOTA PALANGKA RAYA,mei,2013,147.58
TANJUNG,mei,2013,0.0
KOTA BANJARMASIN,mei,2013,145.12
KOTA BALIKPAPAN,mei,2013,148.23
KOTA SAMARINDA,mei,2013,148.74
KOTA TARAKAN,mei,2013,166.97
KOTA MANADO,mei,2013,135.89
KOTA PALU,mei,2013,141.64
BULUKUMBA,mei,2013,0.0
WATAMPONE,mei,2013,150.68
KOTA MAKASSAR,mei,2013,137.39
KOTA PARE-PARE,mei,2013,136.83
KOTA PALOPO,mei,2013,143.6
KOTA KENDARI,mei,2013,142.47
KOTA BAU-BAU,mei,2013,0.0
KOTA GORONTALO,mei,2013,140.79
MAMUJU,mei,2013,140.17
KOTA AMBON,mei,2013,144.68
KOTA TUAL,mei,2013,0.0
KOTA TERNATE,mei,2013,138.38
MANOKWARI,mei,2013,152.73
KOTA SORONG,mei,2013,157.53
MERAUKE,mei,2013,0.0
KOTA JAYAPURA,mei,2013,134.31
KOTA MEULABOH,juni,2013,0.0
KOTA BANDA ACEH,juni,2013,131.36
KOTA LHOKSEUMAWE,juni,2013,141.23
KOTA SIBOLGA,juni,2013,149.51
KOTA PEMATANG SIANTAR,juni,2013,146.7
KOTA MEDAN,juni,2013,141.74
KOTA PADANGSIDIMPUAN,juni,2013,140.19
KOTA PADANG,juni,2013,147.17
KOTA BUKITTINGGI,juni,2013,0.0
TEMBILAHAN,juni,2013,0.0
KOTA PEKANBARU,juni,2013,138.96
KOTA DUMAI,juni,2013,143.38
BUNGO,juni,2013,0.0
KOTA JAMBI,juni,2013,144.61
KOTA PALEMBANG,juni,2013,137.48
KOTA LUBUKLINGGAU,juni,2013,0.0
KOTA BENGKULU,juni,2013,148.69
KOTA BANDAR LAMPUNG,juni,2013,151.19
KOTA METRO,juni,2013,0.0
TANJUNG PANDAN,juni,2013,0.0
KOTA PANGKAL PINANG,juni,2013,157.12
KOTA BATAM,juni,2013,130.92
KOTA TANJUNG PINANG,juni,2013,138.77
DKI JAKARTA,juni,2013,137.03
KOTA BOGOR,juni,2013,140.83
KOTA SUKABUMI,juni,2013,139.76
KOTA BANDUNG,juni,2013,133.42
KOTA CIREBON,juni,2013,143.73
KOTA BEKASI,juni,2013,138.81
KOTA DEPOK,juni,2013,139.87
KOTA TASIKMALAYA,juni,2013,140.78
CILACAP,juni,2013,0.0
PURWOKERTO,juni,2013,139.26
KUDUS,juni,2013,0.0
KOTA SURAKARTA,juni,2013,129.56
KOTA SEMARANG,juni,2013,138.48
KOTA TEGAL,juni,2013,136.33
KOTA YOGYAKARTA,juni,2013,139.72
JEMBER,juni,2013,139.33
BANYUWANGI,juni,2013,0.0
SUMENEP,juni,2013,137.03
KOTA KEDIRI,juni,2013,138.82
KOTA MALANG,juni,2013,140.13
KOTA PROBOLINGGO,juni,2013,144.59
KOTA MADIUN,juni,2013,142.08
KOTA SURABAYA,juni,2013,139.1
KOTA TANGERANG,juni,2013,142.14
KOTA CILEGON,juni,2013,139.87
KOTA SERANG,juni,2013,145.96
SINGARAJA,juni,2013,0.0
KOTA DENPASAR,juni,2013,141.24
KOTA MATARAM,juni,2013,152.62
KOTA BIMA,juni,2013,152.15
MAUMERE,juni,2013,157.29
KOTA KUPANG,juni,2013,149.62
KOTA PONTIANAK,juni,2013,152.2
KOTA SINGKAWANG,juni,2013,144.34
SAMPIT,juni,2013,142.93
KOTA PALANGKA RAYA,juni,2013,148.67
TANJUNG,juni,2013,0.0
KOTA BANJARMASIN,juni,2013,145.71
KOTA BALIKPAPAN,juni,2013,149.33
KOTA SAMARINDA,juni,2013,150.69
KOTA TARAKAN,juni,2013,169.4
KOTA MANADO,juni,2013,136.17
KOTA PALU,juni,2013,142.88
BULUKUMBA,juni,2013,0.0
WATAMPONE,juni,2013,151.92
KOTA MAKASSAR,juni,2013,138.15
KOTA PARE-PARE,juni,2013,137.57
KOTA PALOPO,juni,2013,144.26
KOTA KENDARI,juni,2013,144.16
KOTA BAU-BAU,juni,2013,0.0
KOTA GORONTALO,juni,2013,140.95
MAMUJU,juni,2013,140.78
KOTA AMBON,juni,2013,144.46
KOTA TUAL,juni,2013,0.0
KOTA TERNATE,juni,2013,138.68
MANOKWARI,juni,2013,154.27
KOTA SORONG,juni,2013,159.38
MERAUKE,juni,2013,0.0
KOTA JAYAPURA,juni,2013,135.01
KOTA MEULABOH,juli,2013,0.0
KOTA BANDA ACEH,juli,2013,133.73
KOTA LHOKSEUMAWE,juli,2013,143.87
KOTA SIBOLGA,juli,2013,152.06
KOTA PEMATANG SIANTAR,juli,2013,150.4
KOTA MEDAN,juli,2013,145.62
KOTA PADANGSIDIMPUAN,juli,2013,145.38
KOTA PADANG,juli,2013,151.22
KOTA BUKITTINGGI,juli,2013,0.0
TEMBILAHAN,juli,2013,0.0
KOTA PEKANBARU,juli,2013,141.68
KOTA DUMAI,juli,2013,146.12
BUNGO,juli,2013,0.0
KOTA JAMBI,juli,2013,149.31
KOTA PALEMBANG,juli,2013,141.49
KOTA LUBUKLINGGAU,juli,2013,0.0
KOTA BENGKULU,juli,2013,153.74
KOTA BANDAR LAMPUNG,juli,2013,155.35
KOTA METRO,juli,2013,0.0
TANJUNG PANDAN,juli,2013,0.0
KOTA PANGKAL PINANG,juli,2013,162.22
KOTA BATAM,juli,2013,133.75
KOTA TANJUNG PINANG,juli,2013,143.87
DKI JAKARTA,juli,2013,141.36
KOTA BOGOR,juli,2013,147.11
KOTA SUKABUMI,juli,2013,144.1
KOTA BANDUNG,juli,2013,137.56
KOTA CIREBON,juli,2013,148.38
KOTA BEKASI,juli,2013,144.44
KOTA DEPOK,juli,2013,146.27
KOTA TASIKMALAYA,juli,2013,144.78
CILACAP,juli,2013,0.0
PURWOKERTO,juli,2013,143.21
KUDUS,juli,2013,0.0
KOTA SURAKARTA,juli,2013,134.63
KOTA SEMARANG,juli,2013,143.32
KOTA TEGAL,juli,2013,139.58
KOTA YOGYAKARTA,juli,2013,143.33
JEMBER,juli,2013,143.63
BANYUWANGI,juli,2013,0.0
SUMENEP,juli,2013,142.29
KOTA KEDIRI,juli,2013,143.35
KOTA MALANG,juli,2013,145.02
KOTA PROBOLINGGO,juli,2013,149.11
KOTA MADIUN,juli,2013,147.2
KOTA SURABAYA,juli,2013,142.81
KOTA TANGERANG,juli,2013,148.47
KOTA CILEGON,juli,2013,144.01
KOTA SERANG,juli,2013,151.16
SINGARAJA,juli,2013,0.0
KOTA DENPASAR,juli,2013,145.21
KOTA MATARAM,juli,2013,159.56
KOTA BIMA,juli,2013,157.98
MAUMERE,juli,2013,161.74
KOTA KUPANG,juli,2013,157.07
KOTA PONTIANAK,juli,2013,157.32
KOTA SINGKAWANG,juli,2013,146.3
SAMPIT,juli,2013,146.73
KOTA PALANGKA RAYA,juli,2013,151.77
TANJUNG,juli,2013,0.0
KOTA BANJARMASIN,juli,2013,148.97
KOTA BALIKPAPAN,juli,2013,154.93
