City,Month,Year,Inflation,CPI
KOTA PEKANBARU,agustus,2008,1.21,117.84
KOTA DUMAI,agustus,2008,0.19,115.47
BUNGO,agustus,2008,0,0
KOTA JAMBI,agustus,2008,0.37,114.65
KOTA PALEMBANG,agustus,2008,0.79,115.05
KOTA LUBUKLINGGAU,agustus,2008,0,0
KOTA BENGKULU,agustus,2008,0.03,115.18
KOTA BANDAR LAMPUNG,agustus,2008,1.04,115.53
KOTA METRO,agustus,2008,0,0
TANJUNG PANDAN,agustus,2008,0,0
KOTA PANGKAL PINANG,agustus,2008,2.91,118.55
KOTA BATAM,agustus,2008,0.08,109.16
KOTA TANJUNG PINANG,agustus,2008,2.39,115.11
DKI JAKARTA,agustus,2008,0.24,110.98
KOTA BOGOR,agustus,2008,0.26,113.88
KOTA SUKABUMI,agustus,2008,1.09,110.85
KOTA BANDUNG,agustus,2008,0.41,111.8
KOTA CIREBON,agustus,2008,0.23,114.51
KOTA BEKASI,agustus,2008,0.66,111.42
KOTA DEPOK,agustus,2008,0.72,112.17
KOTA TASIKMALAYA,agustus,2008,0.7,112.3
CILACAP,agustus,2008,0,0
PURWOKERTO,agustus,2008,0.03,111.24
KUDUS,agustus,2008,0,0
KOTA SURAKARTA,agustus,2008,0.04,108.12
KOTA SEMARANG,agustus,2008,0.61,111.36
KOTA TEGAL,agustus,2008,0.22,111.47
KOTA YOGYAKARTA,agustus,2008,0.67,111.38
JEMBER,agustus,2008,0.25,114.28
BANYUWANGI,agustus,2008,0,0
SUMENEP,agustus,2008,0.61,108.41
KOTA KEDIRI,agustus,2008,0.81,112.03
KOTA MALANG,agustus,2008,0.45,111.72
KOTA PROBOLINGGO,agustus,2008,0.43,115.44
KOTA MADIUN,agustus,2008,0.05,110.31
KOTA SURABAYA,agustus,2008,0.79,110.31
KOTA TANGERANG,agustus,2008,1.13,113.76
KOTA CILEGON,agustus,2008,0.29,113.16
KOTA SERANG,agustus,2008,1.14,113.53
SINGARAJA,agustus,2008,0,0
KOTA DENPASAR,agustus,2008,1.09,109.88
KOTA MATARAM,agustus,2008,0.56,113.78
KOTA BIMA,agustus,2008,0.44,116.01
MAUMERE,agustus,2008,2.85,120.46
KOTA KUPANG,agustus,2008,-0.97,110.77
KOTA PONTIANAK,agustus,2008,0.15,113.01
KOTA SINGKAWANG,agustus,2008,1.27,115.57
SAMPIT,agustus,2008,0.05,111.54
KOTA PALANGKA RAYA,agustus,2008,0.93,112.95
TANJUNG,agustus,2008,0,0
KOTA BANJARMASIN,agustus,2008,-0.13,111.51
KOTA BALIKPAPAN,agustus,2008,0.89,113.49
KOTA SAMARINDA,agustus,2008,0.52,115.57
KOTA TARAKAN,agustus,2008,0.52,118.24
KOTA MANADO,agustus,2008,0.65,114.98
KOTA PALU,agustus,2008,1.08,113.77
BULUKUMBA,agustus,2008,0,0
WATAMPONE,agustus,2008,0.64,118.75
KOTA MAKASSAR,agustus,2008,0.69,111.88
KOTA PARE-PARE,agustus,2008,0.94,109.16
KOTA PALOPO,agustus,2008,0.43,120.28
KOTA KENDARI,agustus,2008,-0.06,114.79
KOTA BAU-BAU,agustus,2008,0,0
KOTA GORONTALO,agustus,2008,2.34,112.81
MAMUJU,agustus,2008,3.21,117.56
KOTA AMBON,agustus,2008,2.31,115.33
KOTA TUAL,agustus,2008,0,0
KOTA TERNATE,agustus,2008,1.36,115.18
MANOKWARI,agustus,2008,1.79,119.55
KOTA SORONG,agustus,2008,2.01,131.5
MERAUKE,agustus,2008,0,0
KOTA JAYAPURA,agustus,2008,0.33,112.97
KOTA MEULABOH,september,2008,0,0
KOTA BANDA ACEH,september,2008,1.67,112.04
KOTA LHOKSEUMAWE,september,2008,1.29,111.95
KOTA SIBOLGA,september,2008,1.68,113.04
KOTA PEMATANG SIANTAR,september,2008,0.12,111.62
KOTA MEDAN,september,2008,0.21,111.25
KOTA PADANGSIDIMPUAN,september,2008,0.18,113.77
KOTA PADANG,september,2008,0.37,113.68
KOTA BUKITTINGGI,september,2008,0,0
TEMBILAHAN,september,2008,0,0
KOTA PEKANBARU,september,2008,0.61,118.98
KOTA DUMAI,september,2008,1.15,116.8
BUNGO,september,2008,0,0
KOTA JAMBI,september,2008,0.22,114.9
KOTA PALEMBANG,september,2008,1.05,116.26
KOTA LUBUKLINGGAU,september,2008,0,0
KOTA BENGKULU,september,2008,0.92,116.24
KOTA BANDAR LAMPUNG,september,2008,1.64,117.42
KOTA METRO,september,2008,0,0
TANJUNG PANDAN,september,2008,0,0
KOTA PANGKAL PINANG,september,2008,0.3,118.91
KOTA BATAM,september,2008,0.5,109.71
KOTA TANJUNG PINANG,september,2008,0.21,115.35
DKI JAKARTA,september,2008,1.02,112.11
KOTA BOGOR,september,2008,1.4,115.47
KOTA SUKABUMI,september,2008,1.79,112.83
KOTA BANDUNG,september,2008,0.88,112.78
KOTA CIREBON,september,2008,2.14,116.96
KOTA BEKASI,september,2008,1.13,112.68
KOTA DEPOK,september,2008,1.36,113.7
KOTA TASIKMALAYA,september,2008,1.23,113.68
CILACAP,september,2008,0,0
PURWOKERTO,september,2008,0.9,112.24
KUDUS,september,2008,0,0
KOTA SURAKARTA,september,2008,0.17,108.3
KOTA SEMARANG,september,2008,0.99,112.46
KOTA TEGAL,september,2008,0.38,111.89
KOTA YOGYAKARTA,september,2008,1.15,112.66
JEMBER,september,2008,0.74,115.12
BANYUWANGI,september,2008,0,0
SUMENEP,september,2008,1.48,110.01
KOTA KEDIRI,september,2008,0.51,112.6
KOTA MALANG,september,2008,0.91,112.74
KOTA PROBOLINGGO,september,2008,0.31,115.8
KOTA MADIUN,september,2008,1.01,111.16
KOTA SURABAYA,september,2008,0.77,111.16
KOTA TANGERANG,september,2008,1.64,115.63
KOTA CILEGON,september,2008,0.11,113.28
KOTA SERANG,september,2008,1.53,115.27
SINGARAJA,september,2008,0,0
KOTA DENPASAR,september,2008,0.39,110.31
KOTA MATARAM,september,2008,0.92,114.83
KOTA BIMA,september,2008,1.72,118
MAUMERE,september,2008,1.91,122.76
KOTA KUPANG,september,2008,0.31,111.11
KOTA PONTIANAK,september,2008,1.59,114.81
KOTA SINGKAWANG,september,2008,0.83,116.53
SAMPIT,september,2008,0.19,111.75
KOTA PALANGKA RAYA,september,2008,1.09,114.18
TANJUNG,september,2008,0,0
KOTA BANJARMASIN,september,2008,1.22,112.87
KOTA BALIKPAPAN,september,2008,0.43,113.98
KOTA SAMARINDA,september,2008,1.18,116.93
KOTA TARAKAN,september,2008,2.8,121.55
KOTA MANADO,september,2008,0.03,115.01
KOTA PALU,september,2008,1.2,115.13
BULUKUMBA,september,2008,0,0
WATAMPONE,september,2008,1.73,120.81
KOTA MAKASSAR,september,2008,1.5,113.56
KOTA PARE-PARE,september,2008,0.97,109.71
KOTA PALOPO,september,2008,0.27,120.61
KOTA KENDARI,september,2008,1.57,116.59
KOTA BAU-BAU,september,2008,0,0
KOTA GORONTALO,september,2008,0.35,113.21
MAMUJU,september,2008,1.74,119.6
KOTA AMBON,september,2008,0.82,116.28
KOTA TUAL,september,2008,0,0
KOTA TERNATE,september,2008,1.55,116.96
MANOKWARI,september,2008,2,121.94
KOTA SORONG,september,2008,1.08,132.92
MERAUKE,september,2008,0,0
KOTA JAYAPURA,september,2008,1.76,114.96
KOTA MEULABOH,oktober,2008,0,0
KOTA BANDA ACEH,oktober,2008,-0.3,111.7
KOTA LHOKSEUMAWE,oktober,2008,0.35,112.34
KOTA SIBOLGA,oktober,2008,-0.04,113
KOTA PEMATANG SIANTAR,oktober,2008,0.63,112.32
KOTA MEDAN,oktober,2008,1.36,112.76
KOTA PADANGSIDIMPUAN,oktober,2008,0.34,114.16
KOTA PADANG,oktober,2008,0.99,114.81
KOTA BUKITTINGGI,oktober,2008,0,0
TEMBILAHAN,oktober,2008,0,0
KOTA PEKANBARU,oktober,2008,0.48,119.62
KOTA DUMAI,oktober,2008,0.83,117.77
BUNGO,oktober,2008,0,0
KOTA JAMBI,oktober,2008,-0.03,114.87
KOTA PALEMBANG,oktober,2008,-0.09,116.16
KOTA LUBUKLINGGAU,oktober,2008,0,0
KOTA BENGKULU,oktober,2008,0.84,117.22
KOTA BANDAR LAMPUNG,oktober,2008,0.65,118.18
KOTA METRO,oktober,2008,0,0
TANJUNG PANDAN,oktober,2008,0,0
KOTA PANGKAL PINANG,oktober,2008,0.43,119.42
KOTA BATAM,oktober,2008,0.12,109.84
KOTA TANJUNG PINANG,oktober,2008,-0.22,115.1
DKI JAKARTA,oktober,2008,0.42,112.58
KOTA BOGOR,oktober,2008,0.51,116.06
KOTA SUKABUMI,oktober,2008,1.27,114.26
KOTA BANDUNG,oktober,2008,0.72,113.59
KOTA CIREBON,oktober,2008,0.45,117.49
KOTA BEKASI,oktober,2008,-0.17,112.49
KOTA DEPOK,oktober,2008,0.48,114.25
KOTA TASIKMALAYA,oktober,2008,1.2,115.04
CILACAP,oktober,2008,0,0
PURWOKERTO,oktober,2008,1.08,113.45
KUDUS,oktober,2008,0,0
KOTA SURAKARTA,oktober,2008,0.66,109.02
KOTA SEMARANG,oktober,2008,0.53,113.06
KOTA TEGAL,oktober,2008,0.49,112.44
KOTA YOGYAKARTA,oktober,2008,0.62,113.36
JEMBER,oktober,2008,0.28,115.44
BANYUWANGI,oktober,2008,0,0
SUMENEP,oktober,2008,0.95,111.06
KOTA KEDIRI,oktober,2008,0.6,113.27
KOTA MALANG,oktober,2008,0.56,113.37
KOTA PROBOLINGGO,oktober,2008,0.56,116.45
KOTA MADIUN,oktober,2008,0.32,111.61
KOTA SURABAYA,oktober,2008,0.4,111.61
KOTA TANGERANG,oktober,2008,0.45,116.15
KOTA CILEGON,oktober,2008,0.73,114.11
KOTA SERANG,oktober,2008,0.84,116.24
SINGARAJA,oktober,2008,0,0
KOTA DENPASAR,oktober,2008,0.32,110.66
KOTA MATARAM,oktober,2008,0.28,115.15
KOTA BIMA,oktober,2008,0.66,118.78
MAUMERE,oktober,2008,0.71,123.63
KOTA KUPANG,oktober,2008,-0.05,111.05
KOTA PONTIANAK,oktober,2008,0.24,115.09
KOTA SINGKAWANG,oktober,2008,0.2,116.76
SAMPIT,oktober,2008,0.78,112.62
KOTA PALANGKA RAYA,oktober,2008,1.71,116.13
TANJUNG,oktober,2008,0,0
KOTA BANJARMASIN,oktober,2008,1.39,114.44
KOTA BALIKPAPAN,oktober,2008,0.96,115.07
KOTA SAMARINDA,oktober,2008,1.03,118.13
KOTA TARAKAN,oktober,2008,-0.61,120.81
KOTA MANADO,oktober,2008,0.09,115.11
KOTA PALU,oktober,2008,0.03,115.16
BULUKUMBA,oktober,2008,0,0
WATAMPONE,oktober,2008,0.74,121.7
KOTA MAKASSAR,oktober,2008,-0.18,113.35
KOTA PARE-PARE,oktober,2008,0.54,109.84
KOTA PALOPO,oktober,2008,0.15,120.79
KOTA KENDARI,oktober,2008,0.91,117.65
KOTA BAU-BAU,oktober,2008,0,0
KOTA GORONTALO,oktober,2008,0.22,113.46
MAMUJU,oktober,2008,-1.56,117.74
KOTA AMBON,oktober,2008,-1.63,114.38
KOTA TUAL,oktober,2008,0,0
KOTA TERNATE,oktober,2008,-0.64,116.21
MANOKWARI,oktober,2008,0.35,122.37
KOTA SORONG,oktober,2008,-1.57,130.83
MERAUKE,oktober,2008,0,0
KOTA JAYAPURA,oktober,2008,0.28,115.28
KOTA MEULABOH,november,2008,0,0
KOTA BANDA ACEH,november,2008,0.64,112.41
KOTA LHOKSEUMAWE,november,2008,1.12,113.6
KOTA SIBOLGA,november,2008,0.89,114.01
KOTA PEMATANG SIANTAR,november,2008,-0.03,112.29
KOTA MEDAN,november,2008,0.37,113.18
KOTA PADANGSIDIMPUAN,november,2008,0.52,114.75
KOTA PADANG,november,2008,0.85,115.79
KOTA BUKITTINGGI,november,2008,0,0
TEMBILAHAN,november,2008,0,0
KOTA PEKANBARU,november,2008,0.1,119.01
KOTA DUMAI,november,2008,-0.04,117.72
BUNGO,november,2008,0,0
KOTA JAMBI,november,2008,-0.07,114.79
KOTA PALEMBANG,november,2008,-0.4,115.7
KOTA LUBUKLINGGAU,november,2008,0,0
KOTA BENGKULU,november,2008,-0.4,116.75
KOTA BANDAR LAMPUNG,november,2008,0.06,118.25
KOTA METRO,november,2008,0,0
TANJUNG PANDAN,november,2008,0,0
KOTA PANGKAL PINANG,november,2008,-0.93,118.31
KOTA BATAM,november,2008,0.6,110.5
KOTA TANJUNG PINANG,november,2008,1.51,116.84
DKI JAKARTA,november,2008,0.34,112.96
KOTA BOGOR,november,2008,0.21,116.3
KOTA SUKABUMI,november,2008,-0.17,114.07
KOTA BANDUNG,november,2008,-0.2,113.36
KOTA CIREBON,november,2008,-0.2,117.25
KOTA BEKASI,november,2008,1.02,113.64
KOTA DEPOK,november,2008,0.17,114.44
KOTA TASIKMALAYA,november,2008,-0.31,114.68
CILACAP,november,2008,0,0
PURWOKERTO,november,2008,-0.09,113.35
KUDUS,november,2008,0,0
KOTA SURAKARTA,november,2008,0.12,109.15
KOTA SEMARANG,november,2008,0.06,113.13
KOTA TEGAL,november,2008,0.18,112.64
KOTA YOGYAKARTA,november,2008,0.07,113.44
JEMBER,november,2008,-0.6,114.75
BANYUWANGI,november,2008,0,0
SUMENEP,november,2008,-0.16,110.88
KOTA KEDIRI,november,2008,-0.36,112.86
KOTA MALANG,november,2008,-0.11,113.25
KOTA PROBOLINGGO,november,2008,-0.58,115.78
KOTA MADIUN,november,2008,-0.05,111.66
KOTA SURABAYA,november,2008,0.04,111.66
KOTA TANGERANG,november,2008,-0.22,115.89
KOTA CILEGON,november,2008,0.99,115.24
KOTA SERANG,november,2008,0.22,116.5
SINGARAJA,november,2008,0,0
KOTA DENPASAR,november,2008,0.44,111.15
KOTA MATARAM,november,2008,-0.02,115.13
KOTA BIMA,november,2008,-0.28,118.45
MAUMERE,november,2008,-1.63,121.62
KOTA KUPANG,november,2008,0.88,112.03
KOTA PONTIANAK,november,2008,-0.5,114.52
KOTA SINGKAWANG,november,2008,-0.84,115.78
SAMPIT,november,2008,-0.29,112.29
KOTA PALANGKA RAYA,november,2008,0.66,116.9
TANJUNG,november,2008,0,0
KOTA BANJARMASIN,november,2008,0.49,115
KOTA BALIKPAPAN,november,2008,-0.15,114.9
KOTA SAMARINDA,november,2008,-1.27,116.63
KOTA TARAKAN,november,2008,-0.23,120.53
KOTA MANADO,november,2008,-0.37,114.68
KOTA PALU,november,2008,-0.95,114.07
BULUKUMBA,november,2008,0,0
WATAMPONE,november,2008,-0.2,121.46
KOTA MAKASSAR,november,2008,-0.13,113.2
KOTA PARE-PARE,november,2008,-0.51,110.5
KOTA PALOPO,november,2008,0.17,121
KOTA KENDARI,november,2008,-0.62,116.92
KOTA BAU-BAU,november,2008,0,0
KOTA GORONTALO,november,2008,-0.09,113.36
MAMUJU,november,2008,0.08,117.84
KOTA AMBON,november,2008,-1.4,112.78
KOTA TUAL,november,2008,0,0
KOTA TERNATE,november,2008,-0.3,115.86
MANOKWARI,november,2008,-1.22,120.88
KOTA SORONG,november,2008,-0.87,129.69
MERAUKE,november,2008,0,0
KOTA JAYAPURA,november,2008,-0.63,114.55
KOTA MEULABOH,desember,2008,0,0
KOTA BANDA ACEH,desember,2008,1.06,113.6
KOTA LHOKSEUMAWE,desember,2008,1.47,115.27
KOTA SIBOLGA,desember,2008,1.35,115.55
KOTA PEMATANG SIANTAR,desember,2008,0.73,113.11
KOTA MEDAN,desember,2008,0.51,113.76
KOTA PADANGSIDIMPUAN,desember,2008,0.7,115.55
KOTA PADANG,desember,2008,0.21,116.03
KOTA BUKITTINGGI,desember,2008,0,0
TEMBILAHAN,desember,2008,0,0
KOTA PEKANBARU,desember,2008,-0.03,119.49
KOTA DUMAI,desember,2008,0.43,118.23
BUNGO,desember,2008,0,0
KOTA JAMBI,desember,2008,-0.1,114.68
KOTA PALEMBANG,desember,2008,0.19,115.92
KOTA LUBUKLINGGAU,desember,2008,0,0
KOTA BENGKULU,desember,2008,-0.09,116.64
KOTA BANDAR LAMPUNG,desember,2008,0.03,118.29
KOTA METRO,desember,2008,0,0
TANJUNG PANDAN,desember,2008,0,0
KOTA PANGKAL PINANG,desember,2008,0.64,119.07
KOTA BATAM,desember,2008,-0.14,110.35
KOTA TANJUNG PINANG,desember,2008,-0.1,116.72
DKI JAKARTA,desember,2008,0.11,113.08
KOTA BOGOR,desember,2008,-0.26,116
KOTA SUKABUMI,desember,2008,0.22,114.32
KOTA BANDUNG,desember,2008,-0.58,112.7
KOTA CIREBON,desember,2008,-0.06,117.18
KOTA BEKASI,desember,2008,-0.82,112.71
KOTA DEPOK,desember,2008,-0.46,113.91
KOTA TASIKMALAYA,desember,2008,0.34,115.07
CILACAP,desember,2008,0,0
PURWOKERTO,desember,2008,0.17,113.54
KUDUS,desember,2008,0,0
KOTA SURAKARTA,desember,2008,-0.65,108.44
KOTA SEMARANG,desember,2008,-0.42,112.66
KOTA TEGAL,desember,2008,-0.22,112.39
KOTA YOGYAKARTA,desember,2008,-0.11,113.32
JEMBER,desember,2008,-0.35,114.35
BANYUWANGI,desember,2008,0,0
SUMENEP,desember,2008,0.25,111.16
KOTA KEDIRI,desember,2008,-0.58,112.21
KOTA MALANG,desember,2008,-0.07,113.17
KOTA PROBOLINGGO,desember,2008,0.02,115.8
KOTA MADIUN,desember,2008,-0.59,111.32
KOTA SURABAYA,desember,2008,-0.3,111.32
KOTA TANGERANG,desember,2008,-0.22,115.63
KOTA CILEGON,desember,2008,-0.16,115.06
KOTA SERANG,desember,2008,0.39,116.95
SINGARAJA,desember,2008,0,0
KOTA DENPASAR,desember,2008,0.28,111.46
KOTA MATARAM,desember,2008,0.64,115.87
KOTA BIMA,desember,2008,0.39,118.91
MAUMERE,desember,2008,-1.53,119.76
KOTA KUPANG,desember,2008,1.11,113.27
KOTA PONTIANAK,desember,2008,0.33,114.9
KOTA SINGKAWANG,desember,2008,0.67,116.55
SAMPIT,desember,2008,0.2,112.51
KOTA PALANGKA RAYA,desember,2008,-0.61,116.19
TANJUNG,desember,2008,0,0
KOTA BANJARMASIN,desember,2008,-0.03,114.96
KOTA BALIKPAPAN,desember,2008,-0.41,114.43
KOTA SAMARINDA,desember,2008,0.2,116.86
KOTA TARAKAN,desember,2008,1.68,122.55
KOTA MANADO,desember,2008,0.46,115.21
KOTA PALU,desember,2008,0.3,114.41
BULUKUMBA,desember,2008,0,0
WATAMPONE,desember,2008,-0.26,121.14
KOTA MAKASSAR,desember,2008,0.46,113.72
KOTA PARE-PARE,desember,2008,0.4,110.35
KOTA PALOPO,desember,2008,0.83,122.01
KOTA KENDARI,desember,2008,0.45,117.45
KOTA BAU-BAU,desember,2008,0,0
KOTA GORONTALO,desember,2008,0.03,113.39
MAMUJU,desember,2008,1.2,119.25
KOTA AMBON,desember,2008,-1.84,110.7
KOTA TUAL,desember,2008,0,0
KOTA TERNATE,desember,2008,0.02,115.88
MANOKWARI,desember,2008,1.51,122.7
KOTA SORONG,desember,2008,0.59,130.45
MERAUKE,desember,2008,0,0
KOTA JAYAPURA,desember,2008,0.67,115.32
KOTA MEULABOH,januari,2009,0,0
KOTA BANDA ACEH,januari,2009,0.3,113.26
KOTA LHOKSEUMAWE,januari,2009,0.93,114.2
KOTA SIBOLGA,januari,2009,0.19,115.33
KOTA PEMATANG SIANTAR,januari,2009,0.28,113.43
KOTA MEDAN,januari,2009,0.21,113.52
KOTA PADANGSIDIMPUAN,januari,2009,0.1,115.67
KOTA PADANG,januari,2009,0.08,115.94
KOTA BUKITTINGGI,januari,2009,0,0
TEMBILAHAN,januari,2009,0,0
KOTA PEKANBARU,januari,2009,0.81,113.76
KOTA DUMAI,januari,2009,0.21,118.48
BUNGO,januari,2009,0,0
KOTA JAMBI,januari,2009,0.42,115.16
KOTA PALEMBANG,januari,2009,0.28,115.59
KOTA LUBUKLINGGAU,januari,2009,0,0
KOTA BENGKULU,januari,2009,0.02,116.62
KOTA BANDAR LAMPUNG,januari,2009,0.98,119.45
KOTA METRO,januari,2009,0,0
TANJUNG PANDAN,januari,2009,0,0
KOTA PANGKAL PINANG,januari,2009,0.61,119.8
KOTA BATAM,januari,2009,0.01,110.36
KOTA TANJUNG PINANG,januari,2009,1.2,118.12
DKI JAKARTA,januari,2009,0.24,112.81
KOTA BOGOR,januari,2009,0.34,115.61
KOTA SUKABUMI,januari,2009,0.12,114.46
KOTA BANDUNG,januari,2009,0.29,112.37
KOTA CIREBON,januari,2009,0.21,116.93
KOTA BEKASI,januari,2009,0.4,112.26
KOTA DEPOK,januari,2009,0.23,113.65
KOTA TASIKMALAYA,januari,2009,0.43,115.56
CILACAP,januari,2009,0,0
PURWOKERTO,januari,2009,0.33,113.16
KUDUS,januari,2009,0,0
KOTA SURAKARTA,januari,2009,0.17,108.26
KOTA SEMARANG,januari,2009,0.09,112.56
KOTA TEGAL,januari,2009,0.09,112.49
KOTA YOGYAKARTA,januari,2009,0.09,113.42
JEMBER,januari,2009,0.1,114.23
BANYUWANGI,januari,2009,0,0
SUMENEP,januari,2009,0.15,110.99
KOTA KEDIRI,januari,2009,0.12,112.34
KOTA MALANG,januari,2009,0.28,113.49
KOTA PROBOLINGGO,januari,2009,0.16,115.99
KOTA MADIUN,januari,2009,0.01,117.09
KOTA SURABAYA,januari,2009,0.18,111.12
KOTA TANGERANG,januari,2009,0.29,115.96
KOTA CILEGON,januari,2009,0.09,114.96
KOTA SERANG,januari,2009,0.27,117.26
SINGARAJA,januari,2009,0,0
KOTA DENPASAR,januari,2009,0.21,111.23
KOTA MATARAM,januari,2009,0.61,116.58
KOTA BIMA,januari,2009,0.59,119.61
MAUMERE,januari,2009,0.91,120.85
KOTA KUPANG,januari,2009,1.18,114.61
KOTA PONTIANAK,januari,2009,0.97,116.01
KOTA SINGKAWANG,januari,2009,1.13,117.87
SAMPIT,januari,2009,0.2,112.29
KOTA PALANGKA RAYA,januari,2009,0.19,115.97
TANJUNG,januari,2009,0,0
KOTA BANJARMASIN,januari,2009,0.12,114.82
KOTA BALIKPAPAN,januari,2009,0.53,113.82
KOTA SAMARINDA,januari,2009,0.44,116.34
KOTA TARAKAN,januari,2009,0.24,122.85
KOTA MANADO,januari,2009,1.35,113.66
KOTA PALU,januari,2009,0.4,114.87
BULUKUMBA,januari,2009,0,0
WATAMPONE,januari,2009,0.33,121.54
KOTA MAKASSAR,januari,2009,0.06,113.79
KOTA PARE-PARE,januari,2009,0.29,119.84
KOTA PALOPO,januari,2009,0.42,121.5
KOTA KENDARI,januari,2009,1.98,119.78
KOTA BAU-BAU,januari,2009,0,0
KOTA GORONTALO,januari,2009,0.65,114.13
MAMUJU,januari,2009,0.85,118.24
KOTA AMBON,januari,2009,1.22,112.05
KOTA TUAL,januari,2009,0,0
KOTA TERNATE,januari,2009,0.41,116.35
MANOKWARI,januari,2009,3.84,127.41
KOTA SORONG,januari,2009,0.14,130.27
MERAUKE,januari,2009,0,0
KOTA JAYAPURA,januari,2009,1.27,113.86
KOTA MEULABOH,februari,2009,0,0
KOTA BANDA ACEH,februari,2009,0.04,113.21
KOTA LHOKSEUMAWE,februari,2009,0.88,115.21
KOTA SIBOLGA,februari,2009,0.75,116.19
KOTA PEMATANG SIANTAR,februari,2009,0.52,114.02
KOTA MEDAN,februari,2009,0.4,113.07
KOTA PADANGSIDIMPUAN,februari,2009,0.22,115.93
KOTA PADANG,februari,2009,0.68,116.73
KOTA BUKITTINGGI,februari,2009,0,0
TEMBILAHAN,februari,2009,0,0
KOTA PEKANBARU,februari,2009,0.12,113.9
KOTA DUMAI,februari,2009,0.51,117.88
BUNGO,februari,2009,0,0
KOTA JAMBI,februari,2009,0.66,115.92
KOTA PALEMBANG,februari,2009,0.37,116.02
KOTA LUBUKLINGGAU,februari,2009,0,0
KOTA BENGKULU,februari,2009,0.41,117.1
KOTA BANDAR LAMPUNG,februari,2009,0.31,119.08
KOTA METRO,februari,2009,0,0
TANJUNG PANDAN,februari,2009,0,0
KOTA PANGKAL PINANG,februari,2009,1.06,118.53
KOTA BATAM,februari,2009,0.59,111.01
KOTA TANJUNG PINANG,februari,2009,0.28,118.45
DKI JAKARTA,februari,2009,0.22,112.56
KOTA BOGOR,februari,2009,0.6,116.3
KOTA SUKABUMI,februari,2009,0.37,114.88
KOTA BANDUNG,februari,2009,0.12,112.24
KOTA CIREBON,februari,2009,1.03,118.13
KOTA BEKASI,februari,2009,0.59,112.92
KOTA DEPOK,februari,2009,0.67,112.89
KOTA TASIKMALAYA,februari,2009,0.1,115.68
CILACAP,februari,2009,0,0
PURWOKERTO,februari,2009,0.52,113.75
KUDUS,februari,2009,0,0
KOTA SURAKARTA,februari,2009,0.67,108.98
KOTA SEMARANG,februari,2009,0.13,112.71
KOTA TEGAL,februari,2009,0.97,113.58
KOTA YOGYAKARTA,februari,2009,0.32,113.78
JEMBER,februari,2009,0.63,114.95
BANYUWANGI,februari,2009,0,0
SUMENEP,februari,2009,0.38,111.41
KOTA KEDIRI,februari,2009,0.31,112.69
KOTA MALANG,februari,2009,0.39,113.93
KOTA PROBOLINGGO,februari,2009,0.54,116.62
KOTA MADIUN,februari,2009,0.91,118.16
KOTA SURABAYA,februari,2009,0.96,112.19
KOTA TANGERANG,februari,2009,0.03,115.92
KOTA CILEGON,februari,2009,0.39,115.41
KOTA SERANG,februari,2009,0.58,117.94
SINGARAJA,februari,2009,0,0
KOTA DENPASAR,februari,2009,0.98,112.32
KOTA MATARAM,februari,2009,0.37,117.01
KOTA BIMA,februari,2009,0.74,120.49
MAUMERE,februari,2009,0.84,121.86
KOTA KUPANG,februari,2009,0.73,113.77
KOTA PONTIANAK,februari,2009,1.15,117.34
KOTA SINGKAWANG,februari,2009,0.46,118.41
SAMPIT,februari,2009,0.98,113.39
KOTA PALANGKA RAYA,februari,2009,0.55,115.33
TANJUNG,februari,2009,0,0
KOTA BANJARMASIN,februari,2009,0.03,114.78
KOTA BALIKPAPAN,februari,2009,0.21,114.06
KOTA SAMARINDA,februari,2009,1.62,118.23
KOTA TARAKAN,februari,2009,0.2,123.1
KOTA MANADO,februari,2009,1.25,115.08
KOTA PALU,februari,2009,0.33,115.25
BULUKUMBA,februari,2009,0,0
WATAMPONE,februari,2009,0.89,122.62
KOTA MAKASSAR,februari,2009,0.68,114.56
KOTA PARE-PARE,februari,2009,0.18,120.05
KOTA PALOPO,februari,2009,0.35,121.92
KOTA KENDARI,februari,2009,0.19,120.01
KOTA BAU-BAU,februari,2009,0,0
KOTA GORONTALO,februari,2009,0.88,115.14
MAMUJU,februari,2009,0.15,118.42
KOTA AMBON,februari,2009,0.71,112.84
KOTA TUAL,februari,2009,0,0
KOTA TERNATE,februari,2009,0.07,116.43
MANOKWARI,februari,2009,0.02,127.44
KOTA SORONG,februari,2009,0.07,130.36
MERAUKE,februari,2009,0,0
KOTA JAYAPURA,februari,2009,0.44,113.36
KOTA MEULABOH,maret,2009,0,0
KOTA BANDA ACEH,maret,2009,0.7,114
KOTA LHOKSEUMAWE,maret,2009,0.5,114.63
KOTA SIBOLGA,maret,2009,1.07,114.95
KOTA PEMATANG SIANTAR,maret,2009,1,112.88
KOTA MEDAN,maret,2009,0.24,112.8
KOTA PADANGSIDIMPUAN,maret,2009,0.35,115.52
KOTA PADANG,maret,2009,0.56,116.08
KOTA BUKITTINGGI,maret,2009,0,0
TEMBILAHAN,maret,2009,0,0
KOTA PEKANBARU,maret,2009,0.45,113.39
KOTA DUMAI,maret,2009,0.44,117.36
BUNGO,maret,2009,0,0
KOTA JAMBI,maret,2009,0.81,114.98
KOTA PALEMBANG,maret,2009,0.15,115.85
KOTA LUBUKLINGGAU,maret,2009,0,0
KOTA BENGKULU,maret,2009,0.31,116.74
KOTA BANDAR LAMPUNG,maret,2009,0.25,119.38
