City,Month,Year,Inflation
KOTA TASIKMALAYA,oktober,2018,0.05
CILACAP,oktober,2018,0.41
PURWOKERTO,oktober,2018,0.35
KUDUS,oktober,2018,0.29
KOTA SURAKARTA,oktober,2018,0.24
KOTA SEMARANG,oktober,2018,0.28
KOTA TEGAL,oktober,2018,0.35
KOTA YOGYAKARTA,oktober,2018,0.13
JEMBER,oktober,2018,0.24
BANYUWANGI,oktober,2018,0.09
SUMENEP,oktober,2018,0.3
KOTA KEDIRI,oktober,2018,0.16
KOTA MALANG,oktober,2018,0.3
KOTA PROBOLINGGO,oktober,2018,0.2
KOTA MADIUN,oktober,2018,0.18
KOTA SURABAYA,oktober,2018,0.15
KOTA TANGERANG,oktober,2018,-0.01
KOTA CILEGON,oktober,2018,0.01
KOTA SERANG,oktober,2018,0.06
SINGARAJA,oktober,2018,-0.04
KOTA DENPASAR,oktober,2018,-0.1
KOTA MATARAM,oktober,2018,0.37
KOTA BIMA,oktober,2018,0.48
MAUMERE,oktober,2018,-0.04
KOTA KUPANG,oktober,2018,-0.05
KOTA PONTIANAK,oktober,2018,-0.29
KOTA SINGKAWANG,oktober,2018,-0.68
SAMPIT,oktober,2018,0.15
KOTA PALANGKA RAYA,oktober,2018,0.21
TANJUNG,oktober,2018,0.2
KOTA BANJARMASIN,oktober,2018,0.1
KOTA BALIKPAPAN,oktober,2018,-0.68
KOTA SAMARINDA,oktober,2018,0.24
KOTA TARAKAN,oktober,2018,0.03
KOTA MANADO,oktober,2018,0.08
KOTA PALU,oktober,2018,2.27
BULUKUMBA,oktober,2018,-0.18
WATAMPONE,oktober,2018,0.02
KOTA MAKASSAR,oktober,2018,0.35
KOTA PARE-PARE,oktober,2018,0.2
KOTA PALOPO,oktober,2018,-0.22
KOTA KENDARI,oktober,2018,0.16
KOTA BAU-BAU,oktober,2018,0.31
KOTA GORONTALO,oktober,2018,0.15
MAMUJU,oktober,2018,0.02
KOTA AMBON,oktober,2018,0.45
KOTA TUAL,oktober,2018,0.71
KOTA TERNATE,oktober,2018,0.12
MANOKWARI,oktober,2018,1.07
KOTA SORONG,oktober,2018,-0.18
MERAUKE,oktober,2018,-0.47
KOTA JAYAPURA,oktober,2018,0.36
KOTA MEULABOH,november,2018,0.08
KOTA BANDA ACEH,november,2018,0.92
KOTA LHOKSEUMAWE,november,2018,0.29
KOTA SIBOLGA,november,2018,-0.28
KOTA PEMATANG SIANTAR,november,2018,-0.01
KOTA MEDAN,november,2018,-0.64
KOTA PADANGSIDIMPUAN,november,2018,0.5
KOTA PADANG,november,2018,0.19
KOTA BUKITTINGGI,november,2018,0.83
TEMBILAHAN,november,2018,0.8
KOTA PEKANBARU,november,2018,0.42
KOTA DUMAI,november,2018,0.7
BUNGO,november,2018,0.53
KOTA JAMBI,november,2018,0.15
KOTA PALEMBANG,november,2018,0.21
KOTA LUBUKLINGGAU,november,2018,0.25
KOTA BENGKULU,november,2018,0.2
KOTA BANDAR LAMPUNG,november,2018,0.25
KOTA METRO,november,2018,0.27
TANJUNG PANDAN,november,2018,-0.38
KOTA PANGKAL PINANG,november,2018,-0.01
KOTA BATAM,november,2018,0.51
KOTA TANJUNG PINANG,november,2018,-0.11
DKI JAKARTA,november,2018,0.3
KOTA BOGOR,november,2018,0.39
KOTA SUKABUMI,november,2018,0.32
KOTA BANDUNG,november,2018,0.36
KOTA CIREBON,november,2018,0.37
KOTA BEKASI,november,2018,0.21
KOTA DEPOK,november,2018,0.2
KOTA TASIKMALAYA,november,2018,0.26
CILACAP,november,2018,0.31
PURWOKERTO,november,2018,0.32
KUDUS,november,2018,0.29
KOTA SURAKARTA,november,2018,0.22
KOTA SEMARANG,november,2018,0.21
KOTA TEGAL,november,2018,0.26
KOTA YOGYAKARTA,november,2018,0.46
JEMBER,november,2018,0.27
BANYUWANGI,november,2018,0.26
SUMENEP,november,2018,0.24
KOTA KEDIRI,november,2018,0.4
KOTA MALANG,november,2018,0.37
KOTA PROBOLINGGO,november,2018,0.35
KOTA MADIUN,november,2018,0.34
KOTA SURABAYA,november,2018,0.21
KOTA TANGERANG,november,2018,0.39
KOTA CILEGON,november,2018,0.35
KOTA SERANG,november,2018,0.47
SINGARAJA,november,2018,0.1
KOTA DENPASAR,november,2018,0.34
KOTA MATARAM,november,2018,0.35
KOTA BIMA,november,2018,0.31
MAUMERE,november,2018,0.48
KOTA KUPANG,november,2018,0.87
KOTA PONTIANAK,november,2018,0.28
KOTA SINGKAWANG,november,2018,-0.35
SAMPIT,november,2018,-0.16
KOTA PALANGKA RAYA,november,2018,0.02
TANJUNG,november,2018,-0.23
KOTA BANJARMASIN,november,2018,0.19
KOTA BALIKPAPAN,november,2018,0.01
KOTA SAMARINDA,november,2018,-0.12
KOTA TARAKAN,november,2018,0.76
KOTA MANADO,november,2018,1.84
KOTA PALU,november,2018,0.83
BULUKUMBA,november,2018,0.41
WATAMPONE,november,2018,0.25
KOTA MAKASSAR,november,2018,0.3
KOTA PARE-PARE,november,2018,-0.09
KOTA PALOPO,november,2018,0.27
KOTA KENDARI,november,2018,0.28
KOTA BAU-BAU,november,2018,0.42
KOTA GORONTALO,november,2018,0.23
MAMUJU,november,2018,-0.07
KOTA AMBON,november,2018,0.85
KOTA TUAL,november,2018,1.04
KOTA TERNATE,november,2018,0.26
MANOKWARI,november,2018,0.78
KOTA SORONG,november,2018,0.31
MERAUKE,november,2018,2.05
KOTA JAYAPURA,november,2018,1.13
KOTA MEULABOH,desember,2018,0.48
KOTA BANDA ACEH,desember,2018,0.02
KOTA LHOKSEUMAWE,desember,2018,1.05
KOTA SIBOLGA,desember,2018,0.1
KOTA PEMATANG SIANTAR,desember,2018,0.38
KOTA MEDAN,desember,2018,0.12
KOTA PADANGSIDIMPUAN,desember,2018,0.41
KOTA PADANG,desember,2018,0.16
KOTA BUKITTINGGI,desember,2018,0.41
TEMBILAHAN,desember,2018,0.7
KOTA PEKANBARU,desember,2018,0.18
KOTA DUMAI,desember,2018,0.22
BUNGO,desember,2018,0.16
KOTA JAMBI,desember,2018,0.98
KOTA PALEMBANG,desember,2018,0.96
KOTA LUBUKLINGGAU,desember,2018,0.34
KOTA BENGKULU,desember,2018,0.79
KOTA BANDAR LAMPUNG,desember,2018,0.31
KOTA METRO,desember,2018,0.27
TANJUNG PANDAN,desember,2018,0.84
KOTA PANGKAL PINANG,desember,2018,1.88
KOTA BATAM,desember,2018,1.2
KOTA TANJUNG PINANG,desember,2018,0.85
DKI JAKARTA,desember,2018,0.6
KOTA BOGOR,desember,2018,0.78
KOTA SUKABUMI,desember,2018,0.52
KOTA BANDUNG,desember,2018,0.71
KOTA CIREBON,desember,2018,0.58
KOTA BEKASI,desember,2018,0.59
KOTA DEPOK,desember,2018,0.22
KOTA TASIKMALAYA,desember,2018,0.25
CILACAP,desember,2018,0.45
PURWOKERTO,desember,2018,0.53
KUDUS,desember,2018,0.48
KOTA SURAKARTA,desember,2018,0.57
KOTA SEMARANG,desember,2018,0.36
KOTA TEGAL,desember,2018,0.47
KOTA YOGYAKARTA,desember,2018,0.57
JEMBER,desember,2018,0.49
BANYUWANGI,desember,2018,0.55
SUMENEP,desember,2018,0.51
KOTA KEDIRI,desember,2018,0.29
KOTA MALANG,desember,2018,0.65
KOTA PROBOLINGGO,desember,2018,0.72
KOTA MADIUN,desember,2018,0.25
KOTA SURABAYA,desember,2018,0.65
KOTA TANGERANG,desember,2018,0.63
KOTA CILEGON,desember,2018,0.58
KOTA SERANG,desember,2018,0.64
SINGARAJA,desember,2018,0.84
KOTA DENPASAR,desember,2018,0.77
KOTA MATARAM,desember,2018,0.53
KOTA BIMA,desember,2018,0.95
MAUMERE,desember,2018,0.14
KOTA KUPANG,desember,2018,2.09
KOTA PONTIANAK,desember,2018,1.28
KOTA SINGKAWANG,desember,2018,0.43
SAMPIT,desember,2018,1.47
KOTA PALANGKA RAYA,desember,2018,1.07
TANJUNG,desember,2018,0.68
KOTA BANJARMASIN,desember,2018,0.7
KOTA BALIKPAPAN,desember,2018,0.86
KOTA SAMARINDA,desember,2018,0.3
KOTA TARAKAN,desember,2018,1.6
KOTA MANADO,desember,2018,0.78
KOTA PALU,desember,2018,1.1
BULUKUMBA,desember,2018,0.4
WATAMPONE,desember,2018,0.21
KOTA MAKASSAR,desember,2018,0.93
KOTA PARE-PARE,desember,2018,0.96
KOTA PALOPO,desember,2018,0.68
KOTA KENDARI,desember,2018,-0.09
KOTA BAU-BAU,desember,2018,1.61
KOTA GORONTALO,desember,2018,0.57
MAMUJU,desember,2018,0.46
KOTA AMBON,desember,2018,1.2
KOTA TUAL,desember,2018,0.52
KOTA TERNATE,desember,2018,0.79
MANOKWARI,desember,2018,1.37
KOTA SORONG,desember,2018,-0.15
MERAUKE,desember,2018,1.09
KOTA JAYAPURA,desember,2018,1.62
KOTA MEULABOH,januari,2019,0.91
KOTA BANDA ACEH,januari,2019,0.43
KOTA LHOKSEUMAWE,januari,2019,0.14
KOTA SIBOLGA,januari,2019,-0.03
KOTA PEMATANG SIANTAR,januari,2019,0.01
KOTA MEDAN,januari,2019,0.22
KOTA PADANGSIDIMPUAN,januari,2019,0.46
KOTA PADANG,januari,2019,0.24
KOTA BUKITTINGGI,januari,2019,-0.39
TEMBILAHAN,januari,2019,0.38
KOTA PEKANBARU,januari,2019,-0.1
KOTA DUMAI,januari,2019,-0.04
BUNGO,januari,2019,0.29
KOTA JAMBI,januari,2019,-0.51
KOTA PALEMBANG,januari,2019,0.14
KOTA LUBUKLINGGAU,januari,2019,0.26
KOTA BENGKULU,januari,2019,0.88
KOTA BANDAR LAMPUNG,januari,2019,0.24
KOTA METRO,januari,2019,0.14
TANJUNG PANDAN,januari,2019,1.23
KOTA PANGKAL PINANG,januari,2019,0.93
KOTA BATAM,januari,2019,0.08
KOTA TANJUNG PINANG,januari,2019,0.46
DKI JAKARTA,januari,2019,0.24
KOTA BOGOR,januari,2019,0.39
KOTA SUKABUMI,januari,2019,0.32
KOTA BANDUNG,januari,2019,0.09
KOTA CIREBON,januari,2019,0.2
KOTA BEKASI,januari,2019,0.67
KOTA DEPOK,januari,2019,0.2
KOTA TASIKMALAYA,januari,2019,0.41
CILACAP,januari,2019,0.33
PURWOKERTO,januari,2019,0.16
KUDUS,januari,2019,0.24
KOTA SURAKARTA,januari,2019,0.39
KOTA SEMARANG,januari,2019,0.22
KOTA TEGAL,januari,2019,0.31
KOTA YOGYAKARTA,januari,2019,0.42
JEMBER,januari,2019,0.15
BANYUWANGI,januari,2019,0.39
SUMENEP,januari,2019,0.32
KOTA KEDIRI,januari,2019,0.15
KOTA MALANG,januari,2019,0.53
KOTA PROBOLINGGO,januari,2019,0.12
KOTA MADIUN,januari,2019,0.33
KOTA SURABAYA,januari,2019,0.33
KOTA TANGERANG,januari,2019,0.29
KOTA CILEGON,januari,2019,0.52
KOTA SERANG,januari,2019,0.5
SINGARAJA,januari,2019,0.58
KOTA DENPASAR,januari,2019,0.62
KOTA MATARAM,januari,2019,0.44
KOTA BIMA,januari,2019,0.76
MAUMERE,januari,2019,-0.16
KOTA KUPANG,januari,2019,0.28
KOTA PONTIANAK,januari,2019,0.55
KOTA SINGKAWANG,januari,2019,1.19
SAMPIT,januari,2019,0.34
KOTA PALANGKA RAYA,januari,2019,0.46
TANJUNG,januari,2019,0.75
KOTA BANJARMASIN,januari,2019,0.82
KOTA BALIKPAPAN,januari,2019,0.5
KOTA SAMARINDA,januari,2019,0.6
KOTA TARAKAN,januari,2019,0.96
KOTA MANADO,januari,2019,1.09
KOTA PALU,januari,2019,0.21
BULUKUMBA,januari,2019,0.9
WATAMPONE,januari,2019,0.09
KOTA MAKASSAR,januari,2019,0.54
KOTA PARE-PARE,januari,2019,1.14
KOTA PALOPO,januari,2019,0.04
KOTA KENDARI,januari,2019,0.65
KOTA BAU-BAU,januari,2019,0.61
KOTA GORONTALO,januari,2019,0.18
MAMUJU,januari,2019,-0.05
KOTA AMBON,januari,2019,0.48
KOTA TUAL,januari,2019,-0.87
KOTA TERNATE,januari,2019,0.76
MANOKWARI,januari,2019,1.03
KOTA SORONG,januari,2019,0.43
MERAUKE,januari,2019,-0.01
KOTA JAYAPURA,januari,2019,0.26
KOTA MEULABOH,februari,2019,-0.71
KOTA BANDA ACEH,februari,2019,-0.54
KOTA LHOKSEUMAWE,februari,2019,-0.68
KOTA SIBOLGA,februari,2019,-0.7
KOTA PEMATANG SIANTAR,februari,2019,-0.29
KOTA MEDAN,februari,2019,-0.3
KOTA PADANGSIDIMPUAN,februari,2019,-0.45
KOTA PADANG,februari,2019,-0.44
KOTA BUKITTINGGI,februari,2019,-0.49
TEMBILAHAN,februari,2019,-0.56
KOTA PEKANBARU,februari,2019,-0.32
KOTA DUMAI,februari,2019,-0.32
BUNGO,februari,2019,-0.2
KOTA JAMBI,februari,2019,-0.29
KOTA PALEMBANG,februari,2019,-0.24
KOTA LUBUKLINGGAU,februari,2019,-0.4
KOTA BENGKULU,februari,2019,-0.28
KOTA BANDAR LAMPUNG,februari,2019,-0.33
KOTA METRO,februari,2019,-0.04
TANJUNG PANDAN,februari,2019,-0.82
KOTA PANGKAL PINANG,februari,2019,-0.48
KOTA BATAM,februari,2019,0.26
KOTA TANJUNG PINANG,februari,2019,0.04
DKI JAKARTA,februari,2019,0.26
KOTA BOGOR,februari,2019,-0.4
KOTA SUKABUMI,februari,2019,-0.14
KOTA BANDUNG,februari,2019,-0.08
KOTA CIREBON,februari,2019,-0.16
KOTA BEKASI,februari,2019,0.17
KOTA DEPOK,februari,2019,-0.05
KOTA TASIKMALAYA,februari,2019,-0.11
CILACAP,februari,2019,-0.25
PURWOKERTO,februari,2019,-0.26
KUDUS,februari,2019,-0.21
KOTA SURAKARTA,februari,2019,-0.11
KOTA SEMARANG,februari,2019,-0.37
KOTA TEGAL,februari,2019,-0.44
KOTA YOGYAKARTA,februari,2019,-0.08
JEMBER,februari,2019,-0.16
BANYUWANGI,februari,2019,-0.08
SUMENEP,februari,2019,-0.37
KOTA KEDIRI,februari,2019,-0.08
KOTA MALANG,februari,2019,-0.42
KOTA PROBOLINGGO,februari,2019,-0.14
KOTA MADIUN,februari,2019,-0.1
KOTA SURABAYA,februari,2019,-0.13
KOTA TANGERANG,februari,2019,0.04
KOTA CILEGON,februari,2019,-0.21
KOTA SERANG,februari,2019,-0.02
SINGARAJA,februari,2019,-0.34
KOTA DENPASAR,februari,2019,-0.43
KOTA MATARAM,februari,2019,-0.24
KOTA BIMA,februari,2019,-0.69
MAUMERE,februari,2019,0.48
KOTA KUPANG,februari,2019,-0.66
KOTA PONTIANAK,februari,2019,0.53
KOTA SINGKAWANG,februari,2019,0.49
SAMPIT,februari,2019,-0.65
KOTA PALANGKA RAYA,februari,2019,0.09
TANJUNG,februari,2019,-0.67
KOTA BANJARMASIN,februari,2019,-0.07
KOTA BALIKPAPAN,februari,2019,0.2
KOTA SAMARINDA,februari,2019,-0.18
KOTA TARAKAN,februari,2019,-0.03
KOTA MANADO,februari,2019,-0.54
KOTA PALU,februari,2019,-0.29
BULUKUMBA,februari,2019,-0.22
WATAMPONE,februari,2019,-0.6
KOTA MAKASSAR,februari,2019,-0.11
KOTA PARE-PARE,februari,2019,-0.78
KOTA PALOPO,februari,2019,-0.14
KOTA KENDARI,februari,2019,0.03
KOTA BAU-BAU,februari,2019,-0.63
KOTA GORONTALO,februari,2019,-0.68
MAMUJU,februari,2019,-0.37
KOTA AMBON,februari,2019,0.15
KOTA TUAL,februari,2019,2.98
KOTA TERNATE,februari,2019,-0.24
MANOKWARI,februari,2019,-0.08
KOTA SORONG,februari,2019,-0.81
MERAUKE,februari,2019,-2.11
KOTA JAYAPURA,februari,2019,-0.03
KOTA MEULABOH,maret,2019,0.39
KOTA BANDA ACEH,maret,2019,-0.44
KOTA LHOKSEUMAWE,maret,2019,-0.45
KOTA SIBOLGA,maret,2019,0.24
KOTA PEMATANG SIANTAR,maret,2019,0.27
KOTA MEDAN,maret,2019,0.32
KOTA PADANGSIDIMPUAN,maret,2019,0.25
KOTA PADANG,maret,2019,0.33
KOTA BUKITTINGGI,maret,2019,0.11
TEMBILAHAN,maret,2019,0.38
KOTA PEKANBARU,maret,2019,0.09
KOTA DUMAI,maret,2019,0.07
BUNGO,maret,2019,0.35
KOTA JAMBI,maret,2019,0.33
KOTA PALEMBANG,maret,2019,-0.01
KOTA LUBUKLINGGAU,maret,2019,0.11
KOTA BENGKULU,maret,2019,-0.23
KOTA BANDAR LAMPUNG,maret,2019,0.35
KOTA METRO,maret,2019,0.16
TANJUNG PANDAN,maret,2019,0.27
KOTA PANGKAL PINANG,maret,2019,-0.76
KOTA BATAM,maret,2019,-0.01
KOTA TANJUNG PINANG,maret,2019,-0.28
DKI JAKARTA,maret,2019,0.14
KOTA BOGOR,maret,2019,0.28
KOTA SUKABUMI,maret,2019,0.04
KOTA BANDUNG,maret,2019,0.03
KOTA CIREBON,maret,2019,0.18
KOTA BEKASI,maret,2019,0.01
KOTA DEPOK,maret,2019,0.24
KOTA TASIKMALAYA,maret,2019,0.03
CILACAP,maret,2019,0.32
PURWOKERTO,maret,2019,0.19
KUDUS,maret,2019,0.23
KOTA SURAKARTA,maret,2019,0.29
KOTA SEMARANG,maret,2019,0.34
KOTA TEGAL,maret,2019,0.2
KOTA YOGYAKARTA,maret,2019,0.26
JEMBER,maret,2019,-0.06
BANYUWANGI,maret,2019,0.17
SUMENEP,maret,2019,-0.07
KOTA KEDIRI,maret,2019,0.16
KOTA MALANG,maret,2019,0.36
KOTA PROBOLINGGO,maret,2019,-0.12
KOTA MADIUN,maret,2019,0.14
KOTA SURABAYA,maret,2019,0.15
KOTA TANGERANG,maret,2019,0.01
KOTA CILEGON,maret,2019,0.37
KOTA SERANG,maret,2019,0.15
SINGARAJA,maret,2019,0.35
KOTA DENPASAR,maret,2019,0.24
KOTA MATARAM,maret,2019,-0.17
KOTA BIMA,maret,2019,-0.4
MAUMERE,maret,2019,-0.58
KOTA KUPANG,maret,2019,-0.26
KOTA PONTIANAK,maret,2019,-0.19
KOTA SINGKAWANG,maret,2019,-0.6
SAMPIT,maret,2019,-0.01
KOTA PALANGKA RAYA,maret,2019,-0.03
TANJUNG,maret,2019,0.07
KOTA BANJARMASIN,maret,2019,0.27
KOTA BALIKPAPAN,maret,2019,-0.28
KOTA SAMARINDA,maret,2019,-0.11
KOTA TARAKAN,maret,2019,-0.63
KOTA MANADO,maret,2019,-0.69
KOTA PALU,maret,2019,-0.45
BULUKUMBA,maret,2019,-0.16
WATAMPONE,maret,2019,-0.28
KOTA MAKASSAR,maret,2019,0.28
KOTA PARE-PARE,maret,2019,0.15
KOTA PALOPO,maret,2019,0.05
KOTA KENDARI,maret,2019,-0.24
KOTA BAU-BAU,maret,2019,-0.1
KOTA GORONTALO,maret,2019,0.09
MAMUJU,maret,2019,-0.18
KOTA AMBON,maret,2019,0.86
KOTA TUAL,maret,2019,-3.03
KOTA TERNATE,maret,2019,-0.03
MANOKWARI,maret,2019,0.08
KOTA SORONG,maret,2019,-0.77
MERAUKE,maret,2019,0.31
KOTA JAYAPURA,maret,2019,0.26
KOTA MEULABOH,april,2019,0.18
KOTA BANDA ACEH,april,2019,0.36
KOTA LHOKSEUMAWE,april,2019,0.64
KOTA SIBOLGA,april,2019,1.15
KOTA PEMATANG SIANTAR,april,2019,1.03
KOTA MEDAN,april,2019,1.3
KOTA PADANGSIDIMPUAN,april,2019,0.36
KOTA PADANG,april,2019,0.44
KOTA BUKITTINGGI,april,2019,0.51
TEMBILAHAN,april,2019,1.06
KOTA PEKANBARU,april,2019,0.51
KOTA DUMAI,april,2019,0.35
BUNGO,april,2019,0.45
KOTA JAMBI,april,2019,0.61
KOTA PALEMBANG,april,2019,0.55
KOTA LUBUKLINGGAU,april,2019,0.36
KOTA BENGKULU,april,2019,0.54
KOTA BANDAR LAMPUNG,april,2019,0.69
KOTA METRO,april,2019,0.52
TANJUNG PANDAN,april,2019,1.14
KOTA PANGKAL PINANG,april,2019,0.74
KOTA BATAM,april,2019,0.18
KOTA TANJUNG PINANG,april,2019,0.16
DKI JAKARTA,april,2019,0.4
KOTA BOGOR,april,2019,0.5
KOTA SUKABUMI,april,2019,0.46
KOTA BANDUNG,april,2019,0.43
KOTA CIREBON,april,2019,0.27
KOTA BEKASI,april,2019,0.35
KOTA DEPOK,april,2019,0.49
KOTA TASIKMALAYA,april,2019,0.21
CILACAP,april,2019,0.26
PURWOKERTO,april,2019,0.21
KUDUS,april,2019,0.21
KOTA SURAKARTA,april,2019,0.68
KOTA SEMARANG,april,2019,0.47
KOTA TEGAL,april,2019,0.46
KOTA YOGYAKARTA,april,2019,0.46
JEMBER,april,2019,0.45
BANYUWANGI,april,2019,0.15
SUMENEP,april,2019,0.37
KOTA KEDIRI,april,2019,0.36
KOTA MALANG,april,2019,0.44
KOTA PROBOLINGGO,april,2019,0.19
KOTA MADIUN,april,2019,0.41
KOTA SURABAYA,april,2019,0.44
KOTA TANGERANG,april,2019,0.43
KOTA CILEGON,april,2019,0.4
KOTA SERANG,april,2019,0.66
SINGARAJA,april,2019,0.39
KOTA DENPASAR,april,2019,0.26
KOTA MATARAM,april,2019,0.33
KOTA BIMA,april,2019,0.67
MAUMERE,april,2019,-0.04
KOTA KUPANG,april,2019,0.58
KOTA PONTIANAK,april,2019,0.21
KOTA SINGKAWANG,april,2019,0.23
SAMPIT,april,2019,0.66
KOTA PALANGKA RAYA,april,2019,0.32
TANJUNG,april,2019,0.47
KOTA BANJARMASIN,april,2019,0.97
KOTA BALIKPAPAN,april,2019,0.25
KOTA SAMARINDA,april,2019,0.07
KOTA TARAKAN,april,2019,0.6
KOTA MANADO,april,2019,-1.27
KOTA PALU,april,2019,0.72
BULUKUMBA,april,2019,0.33
WATAMPONE,april,2019,0.39
KOTA MAKASSAR,april,2019,0.45
KOTA PARE-PARE,april,2019,0.03
KOTA PALOPO,april,2019,0.5
KOTA KENDARI,april,2019,0.46
KOTA BAU-BAU,april,2019,0.28
KOTA GORONTALO,april,2019,0.5
MAMUJU,april,2019,0.17
KOTA AMBON,april,2019,-0.16
KOTA TUAL,april,2019,0.18
KOTA TERNATE,april,2019,0.34
MANOKWARI,april,2019,-0.55
KOTA SORONG,april,2019,0.13
MERAUKE,april,2019,1.2
KOTA JAYAPURA,april,2019,-0.26
KOTA MEULABOH,mei,2019,1.33
KOTA BANDA ACEH,mei,2019,1.48
KOTA LHOKSEUMAWE,mei,2019,0.86
KOTA SIBOLGA,mei,2019,0.67
KOTA PEMATANG SIANTAR,mei,2019,0.67
KOTA MEDAN,mei,2019,1.33
KOTA PADANGSIDIMPUAN,mei,2019,0.27
KOTA PADANG,mei,2019,0.86
KOTA BUKITTINGGI,mei,2019,0.78
TEMBILAHAN,mei,2019,1.29
KOTA PEKANBARU,mei,2019,0.56
KOTA DUMAI,mei,2019,1.05
BUNGO,mei,2019,1.6
KOTA JAMBI,mei,2019,0.38
KOTA PALEMBANG,mei,2019,0.38
KOTA LUBUKLINGGAU,mei,2019,0.88
KOTA BENGKULU,mei,2019,1.11
KOTA BANDAR LAMPUNG,mei,2019,0.81
KOTA METRO,mei,2019,0.49
TANJUNG PANDAN,mei,2019,0.21
KOTA PANGKAL PINANG,mei,2019,1.78
KOTA BATAM,mei,2019,1.03
KOTA TANJUNG PINANG,mei,2019,0.89
DKI JAKARTA,mei,2019,0.59
KOTA BOGOR,mei,2019,0.58
KOTA SUKABUMI,mei,2019,0.64
KOTA BANDUNG,mei,2019,0.84
KOTA CIREBON,mei,2019,0.37
KOTA BEKASI,mei,2019,1.05
KOTA DEPOK,mei,2019,0.89
KOTA TASIKMALAYA,mei,2019,0.7
CILACAP,mei,2019,0.19
PURWOKERTO,mei,2019,0.48
KUDUS,mei,2019,0.22
KOTA SURAKARTA,mei,2019,0.28
KOTA SEMARANG,mei,2019,0.36
KOTA TEGAL,mei,2019,0.3
KOTA YOGYAKARTA,mei,2019,0.42
JEMBER,mei,2019,0.64
BANYUWANGI,mei,2019,0.46
SUMENEP,mei,2019,0.69
KOTA KEDIRI,mei,2019,0.05
KOTA MALANG,mei,2019,0.35
KOTA PROBOLINGGO,mei,2019,0.64
KOTA MADIUN,mei,2019,0.61
KOTA SURABAYA,mei,2019,0.18
KOTA TANGERANG,mei,2019,0.45
KOTA CILEGON,mei,2019,0.59
KOTA SERANG,mei,2019,0.56
SINGARAJA,mei,2019,0.28
KOTA DENPASAR,mei,2019,0.22
KOTA MATARAM,mei,2019,0.73
KOTA BIMA,mei,2019,1.18
MAUMERE,mei,2019,0.42
KOTA KUPANG,mei,2019,0.29
KOTA PONTIANAK,mei,2019,0.56
KOTA SINGKAWANG,mei,2019,0.91
SAMPIT,mei,2019,1.01
KOTA PALANGKA RAYA,mei,2019,0.55
TANJUNG,mei,2019,0.98
KOTA BANJARMASIN,mei,2019,0.9
KOTA BALIKPAPAN,mei,2019,0.75
KOTA SAMARINDA,mei,2019,0.42
KOTA TARAKAN,mei,2019,0.77
KOTA MANADO,mei,2019,2.6
KOTA PALU,mei,2019,0.97
BULUKUMBA,mei,2019,0.9
WATAMPONE,mei,2019,0.73
KOTA MAKASSAR,mei,2019,0.73
KOTA PARE-PARE,mei,2019,1.36
KOTA PALOPO,mei,2019,0.54
KOTA KENDARI,mei,2019,1.8
KOTA BAU-BAU,mei,2019,0.15
KOTA GORONTALO,mei,2019,1.64
MAMUJU,mei,2019,0.62
KOTA AMBON,mei,2019,1.46
KOTA TUAL,mei,2019,2.91
KOTA TERNATE,mei,2019,0.6
MANOKWARI,mei,2019,2.25
KOTA SORONG,mei,2019,1.37
MERAUKE,mei,2019,-0.49
KOTA JAYAPURA,mei,2019,1.13
KOTA MEULABOH,juni,2019,1.3
KOTA BANDA ACEH,juni,2019,0.38
KOTA LHOKSEUMAWE,juni,2019,0.3
KOTA SIBOLGA,juni,2019,2.25
KOTA PEMATANG SIANTAR,juni,2019,0.91
KOTA MEDAN,juni,2019,1.68
KOTA PADANGSIDIMPUAN,juni,2019,1.79
KOTA PADANG,juni,2019,1.07
KOTA BUKITTINGGI,juni,2019,1.28
TEMBILAHAN,juni,2019,0.89
KOTA PEKANBARU,juni,2019,1.3
KOTA DUMAI,juni,2019,0.8
BUNGO,juni,2019,1.03
KOTA JAMBI,juni,2019,1.02
KOTA PALEMBANG,juni,2019,0.56
KOTA LUBUKLINGGAU,juni,2019,0.49
KOTA BENGKULU,juni,2019,0.76
KOTA BANDAR LAMPUNG,juni,2019,0.63
KOTA METRO,juni,2019,0.48
TANJUNG PANDAN,juni,2019,-0.41
KOTA PANGKAL PINANG,juni,2019,0.99
KOTA BATAM,juni,2019,0.24
KOTA TANJUNG PINANG,juni,2019,0.32
DKI JAKARTA,juni,2019,0.47
KOTA BOGOR,juni,2019,0.9
KOTA SUKABUMI,juni,2019,0.37
KOTA BANDUNG,juni,2019,0.1
KOTA CIREBON,juni,2019,0.15
KOTA BEKASI,juni,2019,0.35
KOTA DEPOK,juni,2019,1.11
KOTA TASIKMALAYA,juni,2019,0.28
CILACAP,juni,2019,0.75
PURWOKERTO,juni,2019,0.54
KUDUS,juni,2019,0.61
KOTA SURAKARTA,juni,2019,0.45
KOTA SEMARANG,juni,2019,0.6
KOTA TEGAL,juni,2019,0.82
KOTA YOGYAKARTA,juni,2019,0.25
JEMBER,juni,2019,-0.16
BANYUWANGI,juni,2019,0.36
SUMENEP,juni,2019,0.1
KOTA KEDIRI,juni,2019,0.08
KOTA MALANG,juni,2019,-0.17
KOTA PROBOLINGGO,juni,2019,0.48
KOTA MADIUN,juni,2019,0.22
KOTA SURABAYA,juni,2019,0.21
KOTA TANGERANG,juni,2019,0.59
KOTA CILEGON,juni,2019,0.37
KOTA SERANG,juni,2019,0.49
