City,Month,Year,Inflation
KOTA SUKABUMI,april,2010,0.1
KOTA BANDUNG,april,2010,0.14
KOTA CIREBON,april,2010,0.07
KOTA BEKASI,april,2010,0.07
KOTA DEPOK,april,2010,0.3
KOTA TASIKMALAYA,april,2010,0.02
CILACAP,april,2010,0.0
PURWOKERTO,april,2010,0.05
KUDUS,april,2010,0.0
KOTA SURAKARTA,april,2010,0.19
KOTA SEMARANG,april,2010,0.37
KOTA TEGAL,april,2010,0.09
KOTA YOGYAKARTA,april,2010,0.25
JEMBER,april,2010,0.35
BANYUWANGI,april,2010,0.0
SUMENEP,april,2010,0.1
KOTA KEDIRI,april,2010,0.26
KOTA MALANG,april,2010,0.14
KOTA PROBOLINGGO,april,2010,0.02
KOTA MADIUN,april,2010,0.23
KOTA SURABAYA,april,2010,0.15
KOTA TANGERANG,april,2010,0.1
KOTA CILEGON,april,2010,0.34
KOTA SERANG,april,2010,0.03
SINGARAJA,april,2010,0.0
KOTA DENPASAR,april,2010,-0.19
KOTA MATARAM,april,2010,-0.33
KOTA BIMA,april,2010,0.42
MAUMERE,april,2010,0.1
KOTA KUPANG,april,2010,0.94
KOTA PONTIANAK,april,2010,0.11
KOTA SINGKAWANG,april,2010,-0.08
SAMPIT,april,2010,-0.19
KOTA PALANGKA RAYA,april,2010,0.3
TANJUNG,april,2010,0.0
KOTA BANJARMASIN,april,2010,1.09
KOTA BALIKPAPAN,april,2010,0.26
KOTA SAMARINDA,april,2010,0.18
KOTA TARAKAN,april,2010,-2.08
KOTA MANADO,april,2010,-0.08
KOTA PALU,april,2010,-0.13
BULUKUMBA,april,2010,0.0
WATAMPONE,april,2010,-0.32
KOTA MAKASSAR,april,2010,-0.49
KOTA PARE-PARE,april,2010,-0.8
KOTA PALOPO,april,2010,-0.44
KOTA KENDARI,april,2010,0.31
KOTA BAU-BAU,april,2010,0.0
KOTA GORONTALO,april,2010,-0.87
MAMUJU,april,2010,-1.14
KOTA AMBON,april,2010,-0.51
KOTA TUAL,april,2010,0.0
KOTA TERNATE,april,2010,-1.19
MANOKWARI,april,2010,2.04
KOTA SORONG,april,2010,0.99
MERAUKE,april,2010,0.0
KOTA JAYAPURA,april,2010,-0.51
KOTA MEULABOH,mei,2010,0.0
KOTA BANDA ACEH,mei,2010,-0.07
KOTA LHOKSEUMAWE,mei,2010,0.01
KOTA SIBOLGA,mei,2010,0.29
KOTA PEMATANG SIANTAR,mei,2010,0.16
KOTA MEDAN,mei,2010,0.29
KOTA PADANGSIDIMPUAN,mei,2010,0.27
KOTA PADANG,mei,2010,0.54
KOTA BUKITTINGGI,mei,2010,0.0
TEMBILAHAN,mei,2010,0.0
KOTA PEKANBARU,mei,2010,0.29
KOTA DUMAI,mei,2010,0.2
BUNGO,mei,2010,0.0
KOTA JAMBI,mei,2010,0.01
KOTA PALEMBANG,mei,2010,0.22
KOTA LUBUKLINGGAU,mei,2010,0.0
KOTA BENGKULU,mei,2010,-0.39
KOTA BANDAR LAMPUNG,mei,2010,0.24
KOTA METRO,mei,2010,0.0
TANJUNG PANDAN,mei,2010,0.0
KOTA PANGKAL PINANG,mei,2010,-0.27
KOTA BATAM,mei,2010,0.22
KOTA TANJUNG PINANG,mei,2010,0.45
DKI JAKARTA,mei,2010,0.25
KOTA BOGOR,mei,2010,0.02
KOTA SUKABUMI,mei,2010,0.42
KOTA BANDUNG,mei,2010,0.09
KOTA CIREBON,mei,2010,0.22
KOTA BEKASI,mei,2010,0.27
KOTA DEPOK,mei,2010,0.53
KOTA TASIKMALAYA,mei,2010,0.06
CILACAP,mei,2010,0.0
PURWOKERTO,mei,2010,0.25
KUDUS,mei,2010,0.0
KOTA SURAKARTA,mei,2010,0.16
KOTA SEMARANG,mei,2010,0.02
KOTA TEGAL,mei,2010,0.06
KOTA YOGYAKARTA,mei,2010,0.14
JEMBER,mei,2010,0.33
BANYUWANGI,mei,2010,0.0
SUMENEP,mei,2010,0.64
KOTA KEDIRI,mei,2010,0.42
KOTA MALANG,mei,2010,0.35
KOTA PROBOLINGGO,mei,2010,0.81
KOTA MADIUN,mei,2010,0.28
KOTA SURABAYA,mei,2010,0.38
KOTA TANGERANG,mei,2010,0.13
KOTA CILEGON,mei,2010,0.16
KOTA SERANG,mei,2010,0.37
SINGARAJA,mei,2010,0.0
KOTA DENPASAR,mei,2010,0.7
KOTA MATARAM,mei,2010,0.85
KOTA BIMA,mei,2010,0.06
MAUMERE,mei,2010,1.51
KOTA KUPANG,mei,2010,0.84
KOTA PONTIANAK,mei,2010,-0.28
KOTA SINGKAWANG,mei,2010,-0.52
SAMPIT,mei,2010,1.26
KOTA PALANGKA RAYA,mei,2010,0.62
TANJUNG,mei,2010,0.0
KOTA BANJARMASIN,mei,2010,1.05
KOTA BALIKPAPAN,mei,2010,0.12
KOTA SAMARINDA,mei,2010,0.13
KOTA TARAKAN,mei,2010,-0.36
KOTA MANADO,mei,2010,1.37
KOTA PALU,mei,2010,0.96
BULUKUMBA,mei,2010,0.0
WATAMPONE,mei,2010,0.57
KOTA MAKASSAR,mei,2010,0.65
KOTA PARE-PARE,mei,2010,0.6
KOTA PALOPO,mei,2010,0.22
KOTA KENDARI,mei,2010,0.46
KOTA BAU-BAU,mei,2010,0.0
KOTA GORONTALO,mei,2010,0.43
MAMUJU,mei,2010,0.4
KOTA AMBON,mei,2010,-0.07
KOTA TUAL,mei,2010,0.0
KOTA TERNATE,mei,2010,0.12
MANOKWARI,mei,2010,-1.61
KOTA SORONG,mei,2010,0.7
MERAUKE,mei,2010,0.0
KOTA JAYAPURA,mei,2010,0.71
KOTA MEULABOH,juni,2010,0.0
KOTA BANDA ACEH,juni,2010,0.3
KOTA LHOKSEUMAWE,juni,2010,1.91
KOTA SIBOLGA,juni,2010,1.5
KOTA PEMATANG SIANTAR,juni,2010,2.29
KOTA MEDAN,juni,2010,1.91
KOTA PADANGSIDIMPUAN,juni,2010,1.27
KOTA PADANG,juni,2010,1.58
KOTA BUKITTINGGI,juni,2010,0.0
TEMBILAHAN,juni,2010,0.0
KOTA PEKANBARU,juni,2010,1.29
KOTA DUMAI,juni,2010,1.87
BUNGO,juni,2010,0.0
KOTA JAMBI,juni,2010,3.23
KOTA PALEMBANG,juni,2010,0.95
KOTA LUBUKLINGGAU,juni,2010,0.0
KOTA BENGKULU,juni,2010,2.31
KOTA BANDAR LAMPUNG,juni,2010,1.41
KOTA METRO,juni,2010,0.0
TANJUNG PANDAN,juni,2010,0.0
KOTA PANGKAL PINANG,juni,2010,0.73
KOTA BATAM,juni,2010,1.42
KOTA TANJUNG PINANG,juni,2010,1.58
DKI JAKARTA,juni,2010,0.73
KOTA BOGOR,juni,2010,0.75
KOTA SUKABUMI,juni,2010,0.49
KOTA BANDUNG,juni,2010,0.25
KOTA CIREBON,juni,2010,0.95
KOTA BEKASI,juni,2010,1.74
KOTA DEPOK,juni,2010,1.38
KOTA TASIKMALAYA,juni,2010,0.74
CILACAP,juni,2010,0.0
PURWOKERTO,juni,2010,0.92
KUDUS,juni,2010,0.0
KOTA SURAKARTA,juni,2010,1.23
KOTA SEMARANG,juni,2010,0.84
KOTA TEGAL,juni,2010,1.33
KOTA YOGYAKARTA,juni,2010,1.26
JEMBER,juni,2010,1.31
BANYUWANGI,juni,2010,0.0
SUMENEP,juni,2010,0.7
KOTA KEDIRI,juni,2010,1.27
KOTA MALANG,juni,2010,0.74
KOTA PROBOLINGGO,juni,2010,0.98
KOTA MADIUN,juni,2010,0.64
KOTA SURABAYA,juni,2010,0.76
KOTA TANGERANG,juni,2010,1.09
KOTA CILEGON,juni,2010,1.1
KOTA SERANG,juni,2010,1.46
SINGARAJA,juni,2010,0.0
KOTA DENPASAR,juni,2010,0.74
KOTA MATARAM,juni,2010,2.17
KOTA BIMA,juni,2010,0.67
MAUMERE,juni,2010,0.89
KOTA KUPANG,juni,2010,0.45
KOTA PONTIANAK,juni,2010,0.21
KOTA SINGKAWANG,juni,2010,0.73
SAMPIT,juni,2010,0.94
KOTA PALANGKA RAYA,juni,2010,1.28
TANJUNG,juni,2010,0.0
KOTA BANJARMASIN,juni,2010,0.7
KOTA BALIKPAPAN,juni,2010,0.38
KOTA SAMARINDA,juni,2010,0.43
KOTA TARAKAN,juni,2010,0.67
KOTA MANADO,juni,2010,-1.07
KOTA PALU,juni,2010,0.83
BULUKUMBA,juni,2010,0.0
WATAMPONE,juni,2010,0.23
KOTA MAKASSAR,juni,2010,0.46
KOTA PARE-PARE,juni,2010,0.81
KOTA PALOPO,juni,2010,0.24
KOTA KENDARI,juni,2010,-0.06
KOTA BAU-BAU,juni,2010,0.0
KOTA GORONTALO,juni,2010,0.2
MAMUJU,juni,2010,1.36
KOTA AMBON,juni,2010,0.85
KOTA TUAL,juni,2010,0.0
KOTA TERNATE,juni,2010,-0.19
MANOKWARI,juni,2010,1.18
KOTA SORONG,juni,2010,0.14
MERAUKE,juni,2010,0.0
KOTA JAYAPURA,juni,2010,0.84
KOTA MEULABOH,juli,2010,0.0
KOTA BANDA ACEH,juli,2010,1.13
KOTA LHOKSEUMAWE,juli,2010,0.92
KOTA SIBOLGA,juli,2010,2.53
KOTA PEMATANG SIANTAR,juli,2010,1.71
KOTA MEDAN,juli,2010,2.05
KOTA PADANGSIDIMPUAN,juli,2010,1.32
KOTA PADANG,juli,2010,1.49
KOTA BUKITTINGGI,juli,2010,0.0
TEMBILAHAN,juli,2010,0.0
KOTA PEKANBARU,juli,2010,1.59
KOTA DUMAI,juli,2010,2.94
BUNGO,juli,2010,0.0
KOTA JAMBI,juli,2010,2.09
KOTA PALEMBANG,juli,2010,1.4
KOTA LUBUKLINGGAU,juli,2010,0.0
KOTA BENGKULU,juli,2010,3.03
KOTA BANDAR LAMPUNG,juli,2010,1.41
KOTA METRO,juli,2010,0.0
TANJUNG PANDAN,juli,2010,0.0
KOTA PANGKAL PINANG,juli,2010,2.37
KOTA BATAM,juli,2010,0.89
KOTA TANJUNG PINANG,juli,2010,0.12
DKI JAKARTA,juli,2010,1.12
KOTA BOGOR,juli,2010,1.63
KOTA SUKABUMI,juli,2010,0.77
KOTA BANDUNG,juli,2010,1.26
KOTA CIREBON,juli,2010,1.17
KOTA BEKASI,juli,2010,2.16
KOTA DEPOK,juli,2010,1.44
KOTA TASIKMALAYA,juli,2010,0.88
CILACAP,juli,2010,0.0
PURWOKERTO,juli,2010,1.21
KUDUS,juli,2010,0.0
KOTA SURAKARTA,juli,2010,1.34
KOTA SEMARANG,juli,2010,1.73
KOTA TEGAL,juli,2010,0.84
KOTA YOGYAKARTA,juli,2010,1.4
JEMBER,juli,2010,1.6
BANYUWANGI,juli,2010,0.0
SUMENEP,juli,2010,2.13
KOTA KEDIRI,juli,2010,1.17
KOTA MALANG,juli,2010,1.71
KOTA PROBOLINGGO,juli,2010,2.94
KOTA MADIUN,juli,2010,1.9
KOTA SURABAYA,juli,2010,1.99
KOTA TANGERANG,juli,2010,0.99
KOTA CILEGON,juli,2010,1.17
KOTA SERANG,juli,2010,0.82
SINGARAJA,juli,2010,0.0
KOTA DENPASAR,juli,2010,2.33
KOTA MATARAM,juli,2010,2.68
KOTA BIMA,juli,2010,1.16
MAUMERE,juli,2010,0.92
KOTA KUPANG,juli,2010,2.79
KOTA PONTIANAK,juli,2010,2.89
KOTA SINGKAWANG,juli,2010,2.5
SAMPIT,juli,2010,1.6
KOTA PALANGKA RAYA,juli,2010,2.33
TANJUNG,juli,2010,0.0
KOTA BANJARMASIN,juli,2010,1.89
KOTA BALIKPAPAN,juli,2010,2.78
KOTA SAMARINDA,juli,2010,1.98
KOTA TARAKAN,juli,2010,0.59
KOTA MANADO,juli,2010,2.1
KOTA PALU,juli,2010,1.17
BULUKUMBA,juli,2010,0.0
WATAMPONE,juli,2010,1.65
KOTA MAKASSAR,juli,2010,2.11
KOTA PARE-PARE,juli,2010,1.49
KOTA PALOPO,juli,2010,1.16
KOTA KENDARI,juli,2010,2.19
KOTA BAU-BAU,juli,2010,0.0
KOTA GORONTALO,juli,2010,1.45
MAMUJU,juli,2010,0.57
KOTA AMBON,juli,2010,1.28
KOTA TUAL,juli,2010,0.0
KOTA TERNATE,juli,2010,1.21
MANOKWARI,juli,2010,1.9
KOTA SORONG,juli,2010,2.88
MERAUKE,juli,2010,0.0
KOTA JAYAPURA,juli,2010,0.24
KOTA MEULABOH,agustus,2010,0.0
KOTA BANDA ACEH,agustus,2010,-0.03
KOTA LHOKSEUMAWE,agustus,2010,0.42
KOTA SIBOLGA,agustus,2010,-0.02
KOTA PEMATANG SIANTAR,agustus,2010,-0.75
KOTA MEDAN,agustus,2010,-0.33
KOTA PADANGSIDIMPUAN,agustus,2010,-0.53
KOTA PADANG,agustus,2010,-0.37
KOTA BUKITTINGGI,agustus,2010,0.0
TEMBILAHAN,agustus,2010,0.0
KOTA PEKANBARU,agustus,2010,0.45
KOTA DUMAI,agustus,2010,-0.26
BUNGO,agustus,2010,0.0
KOTA JAMBI,agustus,2010,-0.66
KOTA PALEMBANG,agustus,2010,0.07
KOTA LUBUKLINGGAU,agustus,2010,0.0
KOTA BENGKULU,agustus,2010,-0.39
KOTA BANDAR LAMPUNG,agustus,2010,1.96
KOTA METRO,agustus,2010,0.0
TANJUNG PANDAN,agustus,2010,0.0
KOTA PANGKAL PINANG,agustus,2010,1.23
KOTA BATAM,agustus,2010,0.84
KOTA TANJUNG PINANG,agustus,2010,1.77
DKI JAKARTA,agustus,2010,0.99
KOTA BOGOR,agustus,2010,0.71
KOTA SUKABUMI,agustus,2010,1.95
KOTA BANDUNG,agustus,2010,0.51
KOTA CIREBON,agustus,2010,1.33
KOTA BEKASI,agustus,2010,0.6
KOTA DEPOK,agustus,2010,0.8
KOTA TASIKMALAYA,agustus,2010,0.64
CILACAP,agustus,2010,0.0
PURWOKERTO,agustus,2010,0.6
KUDUS,agustus,2010,0.0
KOTA SURAKARTA,agustus,2010,0.16
KOTA SEMARANG,agustus,2010,0.53
KOTA TEGAL,agustus,2010,0.52
KOTA YOGYAKARTA,agustus,2010,0.43
JEMBER,agustus,2010,0.34
BANYUWANGI,agustus,2010,0.0
SUMENEP,agustus,2010,0.55
KOTA KEDIRI,agustus,2010,0.36
KOTA MALANG,agustus,2010,0.79
KOTA PROBOLINGGO,agustus,2010,0.43
KOTA MADIUN,agustus,2010,0.21
KOTA SURABAYA,agustus,2010,1.23
KOTA TANGERANG,agustus,2010,1.09
KOTA CILEGON,agustus,2010,0.28
KOTA SERANG,agustus,2010,0.4
SINGARAJA,agustus,2010,0.0
KOTA DENPASAR,agustus,2010,1.19
KOTA MATARAM,agustus,2010,0.05
KOTA BIMA,agustus,2010,0.87
MAUMERE,agustus,2010,0.68
KOTA KUPANG,agustus,2010,0.08
KOTA PONTIANAK,agustus,2010,0.85
KOTA SINGKAWANG,agustus,2010,1.47
SAMPIT,agustus,2010,0.39
KOTA PALANGKA RAYA,agustus,2010,0.29
TANJUNG,agustus,2010,0.0
KOTA BANJARMASIN,agustus,2010,0.35
KOTA BALIKPAPAN,agustus,2010,0.92
KOTA SAMARINDA,agustus,2010,0.42
KOTA TARAKAN,agustus,2010,2.76
KOTA MANADO,agustus,2010,1.22
KOTA PALU,agustus,2010,2.75
BULUKUMBA,agustus,2010,0.0
WATAMPONE,agustus,2010,2.25
KOTA MAKASSAR,agustus,2010,1.53
KOTA PARE-PARE,agustus,2010,1.54
KOTA PALOPO,agustus,2010,1.4
KOTA KENDARI,agustus,2010,1.98
KOTA BAU-BAU,agustus,2010,0.0
KOTA GORONTALO,agustus,2010,3.75
MAMUJU,agustus,2010,0.77
KOTA AMBON,agustus,2010,2.4
KOTA TUAL,agustus,2010,0.0
KOTA TERNATE,agustus,2010,1.94
MANOKWARI,agustus,2010,0.45
KOTA SORONG,agustus,2010,1.61
MERAUKE,agustus,2010,0.0
KOTA JAYAPURA,agustus,2010,0.52
KOTA MEULABOH,september,2010,0.0
KOTA BANDA ACEH,september,2010,0.37
KOTA LHOKSEUMAWE,september,2010,-1.28
KOTA SIBOLGA,september,2010,0.16
KOTA PEMATANG SIANTAR,september,2010,0.13
KOTA MEDAN,september,2010,-0.2
KOTA PADANGSIDIMPUAN,september,2010,0.04
KOTA PADANG,september,2010,-0.37
KOTA BUKITTINGGI,september,2010,0.0
TEMBILAHAN,september,2010,0.0
KOTA PEKANBARU,september,2010,-0.22
KOTA DUMAI,september,2010,-0.44
BUNGO,september,2010,0.0
KOTA JAMBI,september,2010,0.94
KOTA PALEMBANG,september,2010,1.01
KOTA LUBUKLINGGAU,september,2010,0.0
KOTA BENGKULU,september,2010,1.22
KOTA BANDAR LAMPUNG,september,2010,0.95
KOTA METRO,september,2010,0.0
TANJUNG PANDAN,september,2010,0.0
KOTA PANGKAL PINANG,september,2010,1.5
KOTA BATAM,september,2010,0.03
KOTA TANJUNG PINANG,september,2010,-0.23
DKI JAKARTA,september,2010,0.51
KOTA BOGOR,september,2010,0.38
KOTA SUKABUMI,september,2010,0.23
KOTA BANDUNG,september,2010,0.43
KOTA CIREBON,september,2010,0.98
KOTA BEKASI,september,2010,0.07
KOTA DEPOK,september,2010,0.26
KOTA TASIKMALAYA,september,2010,0.27
CILACAP,september,2010,0.0
PURWOKERTO,september,2010,0.38
KUDUS,september,2010,0.0
KOTA SURAKARTA,september,2010,0.4
KOTA SEMARANG,september,2010,1.04
KOTA TEGAL,september,2010,1.27
KOTA YOGYAKARTA,september,2010,1.06
JEMBER,september,2010,0.4
BANYUWANGI,september,2010,0.0
SUMENEP,september,2010,0.97
KOTA KEDIRI,september,2010,0.69
KOTA MALANG,september,2010,0.05
KOTA PROBOLINGGO,september,2010,0.08
KOTA MADIUN,september,2010,0.26
KOTA SURABAYA,september,2010,0.67
KOTA TANGERANG,september,2010,0.36
KOTA CILEGON,september,2010,0.24
KOTA SERANG,september,2010,0.31
SINGARAJA,september,2010,0.0
KOTA DENPASAR,september,2010,0.22
KOTA MATARAM,september,2010,0.59
KOTA BIMA,september,2010,0.19
MAUMERE,september,2010,1.38
KOTA KUPANG,september,2010,0.2
KOTA PONTIANAK,september,2010,0.95
KOTA SINGKAWANG,september,2010,0.58
SAMPIT,september,2010,0.65
KOTA PALANGKA RAYA,september,2010,0.99
TANJUNG,september,2010,0.0
KOTA BANJARMASIN,september,2010,0.6
KOTA BALIKPAPAN,september,2010,0.39
KOTA SAMARINDA,september,2010,0.84
KOTA TARAKAN,september,2010,1.8
KOTA MANADO,september,2010,0.45
KOTA PALU,september,2010,0.94
BULUKUMBA,september,2010,0.0
WATAMPONE,september,2010,0.82
KOTA MAKASSAR,september,2010,0.4
KOTA PARE-PARE,september,2010,0.29
KOTA PALOPO,september,2010,0.46
KOTA KENDARI,september,2010,-0.42
KOTA BAU-BAU,september,2010,0.0
KOTA GORONTALO,september,2010,0.36
MAMUJU,september,2010,0.23
KOTA AMBON,september,2010,0.95
KOTA TUAL,september,2010,0.0
KOTA TERNATE,september,2010,-0.57
MANOKWARI,september,2010,-0.46
KOTA SORONG,september,2010,0.92
MERAUKE,september,2010,0.0
KOTA JAYAPURA,september,2010,0.59
KOTA MEULABOH,oktober,2010,0.0
KOTA BANDA ACEH,oktober,2010,0.08
KOTA LHOKSEUMAWE,oktober,2010,0.28
KOTA SIBOLGA,oktober,2010,-0.01
KOTA PEMATANG SIANTAR,oktober,2010,0.02
KOTA MEDAN,oktober,2010,0.45
KOTA PADANGSIDIMPUAN,oktober,2010,0.26
KOTA PADANG,oktober,2010,0.06
KOTA BUKITTINGGI,oktober,2010,0.0
TEMBILAHAN,oktober,2010,0.0
KOTA PEKANBARU,oktober,2010,-0.02
KOTA DUMAI,oktober,2010,0.41
BUNGO,oktober,2010,0.0
KOTA JAMBI,oktober,2010,-0.02
KOTA PALEMBANG,oktober,2010,-0.06
KOTA LUBUKLINGGAU,oktober,2010,0.0
KOTA BENGKULU,oktober,2010,-1.03
KOTA BANDAR LAMPUNG,oktober,2010,0.7
KOTA METRO,oktober,2010,0.0
TANJUNG PANDAN,oktober,2010,0.0
KOTA PANGKAL PINANG,oktober,2010,-0.17
KOTA BATAM,oktober,2010,1.02
KOTA TANJUNG PINANG,oktober,2010,-0.02
DKI JAKARTA,oktober,2010,0.22
KOTA BOGOR,oktober,2010,0.09
KOTA SUKABUMI,oktober,2010,0.06
KOTA BANDUNG,oktober,2010,-0.09
KOTA CIREBON,oktober,2010,0.14
KOTA BEKASI,oktober,2010,-0.09
KOTA DEPOK,oktober,2010,0.25
KOTA TASIKMALAYA,oktober,2010,-0.02
CILACAP,oktober,2010,0.0
PURWOKERTO,oktober,2010,0.28
KUDUS,oktober,2010,0.0
KOTA SURAKARTA,oktober,2010,0.1
KOTA SEMARANG,oktober,2010,0.02
KOTA TEGAL,oktober,2010,0.06
KOTA YOGYAKARTA,oktober,2010,0.28
JEMBER,oktober,2010,0.2
BANYUWANGI,oktober,2010,0.0
SUMENEP,oktober,2010,-0.7
KOTA KEDIRI,oktober,2010,0.03
KOTA MALANG,oktober,2010,0.19
KOTA PROBOLINGGO,oktober,2010,0.02
KOTA MADIUN,oktober,2010,0.18
KOTA SURABAYA,oktober,2010,0.02
KOTA TANGERANG,oktober,2010,0.61
KOTA CILEGON,oktober,2010,0.49
KOTA SERANG,oktober,2010,0.13
SINGARAJA,oktober,2010,0.0
KOTA DENPASAR,oktober,2010,-0.08
KOTA MATARAM,oktober,2010,0.39
KOTA BIMA,oktober,2010,-0.42
MAUMERE,oktober,2010,-0.2
KOTA KUPANG,oktober,2010,-0.18
KOTA PONTIANAK,oktober,2010,-0.15
KOTA SINGKAWANG,oktober,2010,-1.65
SAMPIT,oktober,2010,1.01
KOTA PALANGKA RAYA,oktober,2010,-0.59
TANJUNG,oktober,2010,0.0
KOTA BANJARMASIN,oktober,2010,-0.27
KOTA BALIKPAPAN,oktober,2010,-0.89
KOTA SAMARINDA,oktober,2010,-0.5
KOTA TARAKAN,oktober,2010,-0.81
KOTA MANADO,oktober,2010,-0.7
KOTA PALU,oktober,2010,-1.84
BULUKUMBA,oktober,2010,0.0
WATAMPONE,oktober,2010,-0.82
KOTA MAKASSAR,oktober,2010,-0.45
KOTA PARE-PARE,oktober,2010,-0.96
KOTA PALOPO,oktober,2010,-0.97
KOTA KENDARI,oktober,2010,-0.52
KOTA BAU-BAU,oktober,2010,0.0
KOTA GORONTALO,oktober,2010,-1.14
MAMUJU,oktober,2010,0.86
KOTA AMBON,oktober,2010,-0.29
KOTA TUAL,oktober,2010,0.0
KOTA TERNATE,oktober,2010,0.01
MANOKWARI,oktober,2010,-0.85
KOTA SORONG,oktober,2010,-0.05
MERAUKE,oktober,2010,0.0
KOTA JAYAPURA,oktober,2010,-1.52
KOTA MEULABOH,november,2010,0.0
KOTA BANDA ACEH,november,2010,1.73
KOTA LHOKSEUMAWE,november,2010,2.64
KOTA SIBOLGA,november,2010,1.9
KOTA PEMATANG SIANTAR,november,2010,1.7
KOTA MEDAN,november,2010,0.81
KOTA PADANGSIDIMPUAN,november,2010,0.99
KOTA PADANG,november,2010,1.38
KOTA BUKITTINGGI,november,2010,0.0
TEMBILAHAN,november,2010,0.0
KOTA PEKANBARU,november,2010,1.16
KOTA DUMAI,november,2010,0.87
BUNGO,november,2010,0.0
KOTA JAMBI,november,2010,1.18
KOTA PALEMBANG,november,2010,1.16
KOTA LUBUKLINGGAU,november,2010,0.0
KOTA BENGKULU,november,2010,1.06
KOTA BANDAR LAMPUNG,november,2010,1.08
KOTA METRO,november,2010,0.0
TANJUNG PANDAN,november,2010,0.0
KOTA PANGKAL PINANG,november,2010,1.01
KOTA BATAM,november,2010,0.41
KOTA TANJUNG PINANG,november,2010,1.22
DKI JAKARTA,november,2010,0.33
KOTA BOGOR,november,2010,0.72
KOTA SUKABUMI,november,2010,0.21
KOTA BANDUNG,november,2010,0.54
KOTA CIREBON,november,2010,0.79
KOTA BEKASI,november,2010,0.53
KOTA DEPOK,november,2010,1.08
KOTA TASIKMALAYA,november,2010,0.73
CILACAP,november,2010,0.0
PURWOKERTO,november,2010,0.56
KUDUS,november,2010,0.0
KOTA SURAKARTA,november,2010,0.47
KOTA SEMARANG,november,2010,0.63
KOTA TEGAL,november,2010,0.67
KOTA YOGYAKARTA,november,2010,0.62
JEMBER,november,2010,0.56
BANYUWANGI,november,2010,0.0
SUMENEP,november,2010,0.61
KOTA KEDIRI,november,2010,0.66
KOTA MALANG,november,2010,0.68
KOTA PROBOLINGGO,november,2010,0.06
KOTA MADIUN,november,2010,0.94
KOTA SURABAYA,november,2010,0.44
KOTA TANGERANG,november,2010,0.3
KOTA CILEGON,november,2010,0.61
KOTA SERANG,november,2010,0.99
SINGARAJA,november,2010,0.0
KOTA DENPASAR,november,2010,0.57
KOTA MATARAM,november,2010,0.28
KOTA BIMA,november,2010,0.37
MAUMERE,november,2010,-0.29
KOTA KUPANG,november,2010,0.33
KOTA PONTIANAK,november,2010,0.29
KOTA SINGKAWANG,november,2010,0.3
SAMPIT,november,2010,0.68
KOTA PALANGKA RAYA,november,2010,1.4
TANJUNG,november,2010,0.0
KOTA BANJARMASIN,november,2010,0.65
KOTA BALIKPAPAN,november,2010,-0.04
KOTA SAMARINDA,november,2010,0.79
KOTA TARAKAN,november,2010,0.5
KOTA MANADO,november,2010,0.64
KOTA PALU,november,2010,0.52
BULUKUMBA,november,2010,0.0
WATAMPONE,november,2010,0.14
KOTA MAKASSAR,november,2010,0.27
KOTA PARE-PARE,november,2010,0.93
KOTA PALOPO,november,2010,0.44
KOTA KENDARI,november,2010,-0.15
KOTA BAU-BAU,november,2010,0.0
KOTA GORONTALO,november,2010,0.93
MAMUJU,november,2010,0.91
KOTA AMBON,november,2010,-0.24
KOTA TUAL,november,2010,0.0
KOTA TERNATE,november,2010,0.98
MANOKWARI,november,2010,-0.25
KOTA SORONG,november,2010,0.67
MERAUKE,november,2010,0.0
KOTA JAYAPURA,november,2010,0.37
KOTA MEULABOH,desember,2010,0.0
KOTA BANDA ACEH,desember,2010,1.18
KOTA LHOKSEUMAWE,desember,2010,2.97
KOTA SIBOLGA,desember,2010,2.94
KOTA PEMATANG SIANTAR,desember,2010,2.6
KOTA MEDAN,desember,2010,1.48
KOTA PADANGSIDIMPUAN,desember,2010,2.63
KOTA PADANG,desember,2010,2.0
KOTA BUKITTINGGI,desember,2010,0.0
TEMBILAHAN,desember,2010,0.0
KOTA PEKANBARU,desember,2010,1.33
KOTA DUMAI,desember,2010,2.4
BUNGO,desember,2010,0.0
KOTA JAMBI,desember,2010,1.83
KOTA PALEMBANG,desember,2010,0.54
KOTA LUBUKLINGGAU,desember,2010,0.0
KOTA BENGKULU,desember,2010,1.41
KOTA BANDAR LAMPUNG,desember,2010,0.77
KOTA METRO,desember,2010,0.0
TANJUNG PANDAN,desember,2010,0.0
KOTA PANGKAL PINANG,desember,2010,1.3
KOTA BATAM,desember,2010,0.61
KOTA TANJUNG PINANG,desember,2010,0.26
DKI JAKARTA,desember,2010,0.76
KOTA BOGOR,desember,2010,0.33
KOTA SUKABUMI,desember,2010,0.48
KOTA BANDUNG,desember,2010,0.48
KOTA CIREBON,desember,2010,0.5
KOTA BEKASI,desember,2010,1.02
KOTA DEPOK,desember,2010,0.9
KOTA TASIKMALAYA,desember,2010,0.77
CILACAP,desember,2010,0.0
PURWOKERTO,desember,2010,0.52
KUDUS,desember,2010,0.0
KOTA SURAKARTA,desember,2010,1.75
KOTA SEMARANG,desember,2010,0.7
KOTA TEGAL,desember,2010,1.09
KOTA YOGYAKARTA,desember,2010,0.72
JEMBER,desember,2010,1.82
BANYUWANGI,desember,2010,0.0
SUMENEP,desember,2010,1.06
KOTA KEDIRI,desember,2010,1.13
KOTA MALANG,desember,2010,0.88
KOTA PROBOLINGGO,desember,2010,0.46
